province,year,government_turnover,party_turnover,new_government_leader_names,new_party_leader_names,any_top_leader_turnover,joint_top_leader_turnover,leadership_data_observed,years_since_party_turnover,years_since_government_turnover
Chongqing,2015,0.0,0.0,,,0.0,0.0,1,3.0,6.0
Chongqing,2016,1.0,0.0,张国清,,1.0,0.0,1,4.0,0.0
Chongqing,2017,0.0,1.0,,陈敏尔,1.0,0.0,1,0.0,1.0
Chongqing,2018,1.0,0.0,唐良智,,1.0,0.0,1,1.0,0.0
Chongqing,2019,,,,,,,0,,
Chongqing,2020,,,,,,,0,,
Chongqing,2021,,,,,,,0,,
Chongqing,2022,,,,,,,0,,
Chongqing,2023,,,,,,,0,,
Fujian,2000,0.0,1.0,,宋德福,1.0,0.0,1,0.0,
Fujian,2001,0.0,0.0,,,0.0,0.0,1,1.0,
Fujian,2002,1.0,0.0,卢展工,,1.0,0.0,1,2.0,0.0
Fujian,2003,0.0,0.0,,,0.0,0.0,1,3.0,1.0
Fujian,2004,1.0,1.0,黄小晶,卢展工,1.0,1.0,1,0.0,0.0
Fujian,2005,0.0,0.0,,,0.0,0.0,1,1.0,1.0
Fujian,2006,0.0,0.0,,,0.0,0.0,1,2.0,2.0
Fujian,2007,0.0,0.0,,,0.0,0.0,1,3.0,3.0
Fujian,2008,0.0,0.0,,,0.0,0.0,1,4.0,4.0
Fujian,2009,0.0,1.0,,孙春兰,1.0,0.0,1,0.0,5.0
Fujian,2010,0.0,0.0,,,0.0,0.0,1,1.0,6.0
Fujian,2011,1.0,0.0,苏树林,,1.0,0.0,1,2.0,0.0
Fujian,2012,0.0,1.0,,尤权,1.0,0.0,1,0.0,1.0
Fujian,2013,0.0,0.0,,,0.0,0.0,1,1.0,2.0
Fujian,2014,0.0,0.0,,,0.0,0.0,1,2.0,3.0
Fujian,2015,1.0,0.0,于伟国,,1.0,0.0,1,3.0,0.0
Fujian,2016,0.0,0.0,,,0.0,0.0,1,4.0,1.0
