province,province_cn,year,month,series_type,variable,value,unit,code
Tianjin,天津,2018,5,wind_utilization_hours,wind_utilization_hours,1120.0,小时,S5132510
Tianjin,天津,2018,6,power_output,power_output_jan_nov_10k_kwh,869965.0,万千瓦时,S5151456
Tianjin,天津,2018,6,solar_utilization_hours,solar_utilization_hours_jan_nov,508.0,小时,S5150470
Tianjin,天津,2018,6,wind_utilization_hours,wind_utilization_hours,1206.0,小时,S5132510
Tianjin,天津,2018,7,power_output,power_output_jan_nov_10k_kwh,1038056.0,万千瓦时,S5151456
Tianjin,天津,2018,7,solar_utilization_hours,solar_utilization_hours_jan_nov,583.0,小时,S5150470
Tianjin,天津,2018,7,wind_utilization_hours,wind_utilization_hours,1263.0,小时,S5132510
Tianjin,天津,2018,8,power_output,power_output_jan_nov_10k_kwh,1208846.0,万千瓦时,S5151456
Tianjin,天津,2018,8,solar_utilization_hours,solar_utilization_hours_jan_nov,656.0,小时,S5150470
Tianjin,天津,2018,8,wind_utilization_hours,wind_utilization_hours,1323.0,小时,S5132510
Tianjin,天津,2018,9,power_output,power_output_jan_nov_10k_kwh,1358372.0,万千瓦时,S5151456
Tianjin,天津,2018,9,solar_utilization_hours,solar_utilization_hours_jan_nov,728.0,小时,S5150470
Tianjin,天津,2018,9,wind_utilization_hours,wind_utilization_hours,1432.0,小时,S5132510
Tianjin,天津,2018,10,power_output,power_output_jan_nov_10k_kwh,1516989.0,万千瓦时,S5151456
Tianjin,天津,2018,10,solar_utilization_hours,solar_utilization_hours_jan_nov,798.0,小时,S5150470
Tianjin,天津,2018,10,wind_utilization_hours,wind_utilization_hours,1573.0,小时,S5132510
Tianjin,天津,2018,11,power_output,power_output_jan_nov_10k_kwh,1614154.0,万千瓦时,S5151456
Tianjin,天津,2018,11,solar_utilization_hours,solar_utilization_hours_jan_nov,848.0,小时,S5150470
Tianjin,天津,2018,11,wind_utilization_hours,wind_utilization_hours,1657.0,小时,S5132510
Tianjin,天津,2018,12,solar_utilization_hours,solar_utilization_hours_jan_nov,864.0,小时,S5150470
Tianjin,天津,2018,12,wind_utilization_hours,wind_utilization_hours,1830.0,小时,S5132510
Tianjin,天津,2019,2,power_output,power_output_jan_nov_10k_kwh,227546.0,万千瓦时,S5151456
Tianjin,天津,2019,2,solar_utilization_hours,solar_utilization_hours_jan_nov,105.0,小时,S5150470
Tianjin,天津,2019,2,wind_utilization_hours,wind_utilization_hours,318.0,小时,S5132510
Tianjin,天津,2019,3,power_output,power_output_jan_nov_10k_kwh,414545.0,万千瓦时,S5151456
Tianjin,天津,2019,3,solar_utilization_hours,solar_utilization_hours_jan_nov,202.0,小时,S5150470
Tianjin,天津,2019,3,wind_utilization_hours,wind_utilization_hours,578.0,小时,S5132510
Tianjin,天津,2019,4,power_output,power_output_jan_nov_10k_kwh,519994.0,万千瓦时,S5151456
Tianjin,天津,2019,4,solar_utilization_hours,solar_utilization_hours_jan_nov,308.0,小时,S5150470
Tianjin,天津,2019,4,wind_utilization_hours,wind_utilization_hours,830.0,小时,S5132510
Tianjin,天津,2019,5,power_output,power_output_jan_nov_10k_kwh,635924.0,万千瓦时,S5151456
Tianjin,天津,2019,5,solar_utilization_hours,solar_utilization_hours_jan_nov,452.0,小时,S5150470
Tianjin,天津,2019,5,wind_utilization_hours,wind_utilization_hours,1113.0,小时,S5132510
Tianjin,天津,2019,6,power_output,power_output_jan_nov_10k_kwh,758569.0,万千瓦时,S5151456
Tianjin,天津,2019,6,solar_utilization_hours,solar_utilization_hours_jan_nov,574.0,小时,S5150470
Tianjin,天津,2019,6,wind_utilization_hours,wind_utilization_hours,1283.0,小时,S5132510
Tianjin,天津,2019,7,power_output,power_output_jan_nov_10k_kwh,919303.0,万千瓦时,S5151456
Tianjin,天津,2019,7,solar_utilization_hours,solar_utilization_hours_jan_nov,692.0,小时,S5150470
Tianjin,天津,2019,7,wind_utilization_hours,wind_utilization_hours,1379.0,小时,S5132510
Tianjin,天津,2019,8,power_output,power_output_jan_nov_10k_kwh,1037092.0,万千瓦时,S5151456
Tianjin,天津,2019,8,solar_utilization_hours,solar_utilization_hours_jan_nov,806.0,小时,S5150470
Tianjin,天津,2019,8,wind_utilization_hours,wind_utilization_hours,1517.0,小时,S5132510
Tianjin,天津,2019,9,power_output,power_output_jan_nov_10k_kwh,1161756.0,万千瓦时,S5151456
Tianjin,天津,2019,9,solar_utilization_hours,solar_utilization_hours_jan_nov,919.0,小时,S5150470
Tianjin,天津,2019,9,wind_utilization_hours,wind_utilization_hours,1587.0,小时,S5132510
Tianjin,天津,2019,10,power_output,power_output_jan_nov_10k_kwh,1266461.0,万千瓦时,S5151456
Tianjin,天津,2019,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1011.0,小时,S5150470
Tianjin,天津,2019,10,wind_utilization_hours,wind_utilization_hours,1742.0,小时,S5132510
Tianjin,天津,2019,11,power_output,power_output_jan_nov_10k_kwh,1388548.0,万千瓦时,S5151456
Tianjin,天津,2019,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1106.0,小时,S5150470
Tianjin,天津,2019,11,wind_utilization_hours,wind_utilization_hours,1939.0,小时,S5132510
Tianjin,天津,2019,12,solar_utilization_hours,solar_utilization_hours_jan_nov,1144.0,小时,S5150470
Tianjin,天津,2019,12,wind_utilization_hours,wind_utilization_hours,1965.0,小时,S5132510
Tianjin,天津,2020,2,power_output,power_output_jan_nov_10k_kwh,280409.0,万千瓦时,S5151456
Tianjin,天津,2020,2,solar_utilization_hours,solar_utilization_hours_jan_nov,146.0,小时,S5150470
Tianjin,天津,2020,2,wind_utilization_hours,wind_utilization_hours,252.0,小时,S5132510
Tianjin,天津,2020,3,power_output,power_output_jan_nov_10k_kwh,447781.0,万千瓦时,S5151456
Tianjin,天津,2020,3,solar_utilization_hours,solar_utilization_hours_jan_nov,274.0,小时,S5150470
Tianjin,天津,2020,3,wind_utilization_hours,wind_utilization_hours,547.0,小时,S5132510
Tianjin,天津,2020,4,power_output,power_output_jan_nov_10k_kwh,595110.0,万千瓦时,S5151456
Tianjin,天津,2020,4,solar_utilization_hours,solar_utilization_hours_jan_nov,421.0,小时,S5150470
Tianjin,天津,2020,4,wind_utilization_hours,wind_utilization_hours,843.0,小时,S5132510
Tianjin,天津,2020,5,power_output,power_output_jan_nov_10k_kwh,759703.0,万千瓦时,S5151456
Tianjin,天津,2020,5,solar_utilization_hours,solar_utilization_hours_jan_nov,552.0,小时,S5150470
Tianjin,天津,2020,5,wind_utilization_hours,wind_utilization_hours,951.0,小时,S5132510
Tianjin,天津,2020,6,power_output,power_output_jan_nov_10k_kwh,931109.0,万千瓦时,S5151456
Tianjin,天津,2020,6,solar_utilization_hours,solar_utilization_hours_jan_nov,680.0,小时,S5150470
Tianjin,天津,2020,6,wind_utilization_hours,wind_utilization_hours,1102.0,小时,S5132510
Tianjin,天津,2020,7,power_output,power_output_jan_nov_10k_kwh,1055862.0,万千瓦时,S5151456
Tianjin,天津,2020,7,solar_utilization_hours,solar_utilization_hours_jan_nov,793.0,小时,S5150470
Tianjin,天津,2020,7,wind_utilization_hours,wind_utilization_hours,1177.0,小时,S5132510
Tianjin,天津,2020,8,power_output,power_output_jan_nov_10k_kwh,1214373.0,万千瓦时,S5151456
Tianjin,天津,2020,8,solar_utilization_hours,solar_utilization_hours_jan_nov,893.0,小时,S5150470
Tianjin,天津,2020,8,wind_utilization_hours,wind_utilization_hours,1234.0,小时,S5132510
Tianjin,天津,2020,9,power_output,power_output_jan_nov_10k_kwh,1367478.0,万千瓦时,S5151456
Tianjin,天津,2020,9,solar_utilization_hours,solar_utilization_hours_jan_nov,1008.0,小时,S5150470
Tianjin,天津,2020,9,wind_utilization_hours,wind_utilization_hours,1338.0,小时,S5132510
Tianjin,天津,2020,10,power_output,power_output_jan_nov_10k_kwh,1547362.0,万千瓦时,S5151456
Tianjin,天津,2020,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1114.0,小时,S5150470
Tianjin,天津,2020,10,wind_utilization_hours,wind_utilization_hours,1484.0,小时,S5132510
Tianjin,天津,2020,11,power_output,power_output_jan_nov_10k_kwh,1699974.0,万千瓦时,S5151456
Tianjin,天津,2020,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1188.0,小时,S5150470
Tianjin,天津,2020,11,wind_utilization_hours,wind_utilization_hours,1634.0,小时,S5132510
Tianjin,天津,2020,12,solar_utilization_hours,solar_utilization_hours_jan_nov,1265.0,小时,S5150470
Tianjin,天津,2020,12,wind_utilization_hours,wind_utilization_hours,1769.0,小时,S5132510
Tianjin,天津,2021,2,power_output,power_output_jan_nov_10k_kwh,341152.0,万千瓦时,S5151456
Tianjin,天津,2021,2,solar_utilization_hours,solar_utilization_hours_jan_nov,168.0,小时,S5150470
Tianjin,天津,2021,2,wind_utilization_hours,wind_utilization_hours,363.0,小时,S5132510
Tianjin,天津,2021,3,power_output,power_output_jan_nov_10k_kwh,510773.0,万千瓦时,S5151456
Tianjin,天津,2021,3,solar_utilization_hours,solar_utilization_hours_jan_nov,266.0,小时,S5150470
Tianjin,天津,2021,3,wind_utilization_hours,wind_utilization_hours,536.0,小时,S5132510
Tianjin,天津,2021,4,power_output,power_output_jan_nov_10k_kwh,684833.0,万千瓦时,S5151456
Tianjin,天津,2021,4,solar_utilization_hours,solar_utilization_hours_jan_nov,384.0,小时,S5150470
Tianjin,天津,2021,4,wind_utilization_hours,wind_utilization_hours,744.0,小时,S5132510
Tianjin,天津,2021,5,power_output,power_output_jan_nov_10k_kwh,846651.0,万千瓦时,S5151456
Tianjin,天津,2021,5,solar_utilization_hours,solar_utilization_hours_jan_nov,531.0,小时,S5150470
Tianjin,天津,2021,5,wind_utilization_hours,wind_utilization_hours,999.0,小时,S5132510
Tianjin,天津,2021,6,power_output,power_output_jan_nov_10k_kwh,1025378.0,万千瓦时,S5151456
Tianjin,天津,2021,6,solar_utilization_hours,solar_utilization_hours_jan_nov,660.0,小时,S5150470
Tianjin,天津,2021,6,wind_utilization_hours,wind_utilization_hours,1145.0,小时,S5132510
Tianjin,天津,2021,7,power_output,power_output_jan_nov_10k_kwh,1232976.0,万千瓦时,S5151456
Tianjin,天津,2021,7,solar_utilization_hours,solar_utilization_hours_jan_nov,778.0,小时,S5150470
Tianjin,天津,2021,7,wind_utilization_hours,wind_utilization_hours,1276.0,小时,S5132510
Tianjin,天津,2021,8,power_output,power_output_jan_nov_10k_kwh,1417427.0,万千瓦时,S5151456
Tianjin,天津,2021,8,solar_utilization_hours,solar_utilization_hours_jan_nov,903.0,小时,S5150470
Tianjin,天津,2021,8,wind_utilization_hours,wind_utilization_hours,1334.0,小时,S5132510
Tianjin,天津,2021,9,power_output,power_output_jan_nov_10k_kwh,1633259.0,万千瓦时,S5151456
Tianjin,天津,2021,9,solar_utilization_hours,solar_utilization_hours_jan_nov,997.0,小时,S5150470
Tianjin,天津,2021,9,wind_utilization_hours,wind_utilization_hours,1435.0,小时,S5132510
Tianjin,天津,2021,10,power_output,power_output_jan_nov_10k_kwh,1847032.0,万千瓦时,S5151456
Tianjin,天津,2021,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1086.0,小时,S5150470
Tianjin,天津,2021,10,wind_utilization_hours,wind_utilization_hours,1560.0,小时,S5132510
Tianjin,天津,2021,11,power_output,power_output_jan_nov_10k_kwh,2048337.0,万千瓦时,S5151456
Tianjin,天津,2021,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1155.0,小时,S5150470
Tianjin,天津,2021,11,wind_utilization_hours,wind_utilization_hours,1735.0,小时,S5132510
Tianjin,天津,2021,12,wind_utilization_hours,wind_utilization_hours,1883.0,小时,S5132510
Tianjin,天津,2022,2,power_output,power_output_jan_nov_10k_kwh,395709.0,万千瓦时,S5151456
Tianjin,天津,2022,2,solar_utilization_hours,solar_utilization_hours_jan_nov,172.0,小时,S5150470
Tianjin,天津,2022,2,wind_utilization_hours,wind_utilization_hours,272.0,小时,S5132510
Tianjin,天津,2022,3,power_output,power_output_jan_nov_10k_kwh,624186.0,万千瓦时,S5151456
Tianjin,天津,2022,3,solar_utilization_hours,solar_utilization_hours_jan_nov,283.0,小时,S5150470
Tianjin,天津,2022,3,wind_utilization_hours,wind_utilization_hours,450.0,小时,S5132510
Tianjin,天津,2022,4,power_output,power_output_jan_nov_10k_kwh,846687.0,万千瓦时,S5151456
Tianjin,天津,2022,4,solar_utilization_hours,solar_utilization_hours_jan_nov,415.0,小时,S5150470
Tianjin,天津,2022,4,wind_utilization_hours,wind_utilization_hours,666.0,小时,S5132510
Tianjin,天津,2022,5,power_output,power_output_jan_nov_10k_kwh,1011690.0,万千瓦时,S5151456
Tianjin,天津,2022,5,solar_utilization_hours,solar_utilization_hours_jan_nov,557.0,小时,S5150470
Tianjin,天津,2022,5,wind_utilization_hours,wind_utilization_hours,884.0,小时,S5132510
Tianjin,天津,2022,6,power_output,power_output_jan_nov_10k_kwh,1199026.0,万千瓦时,S5151456
Tianjin,天津,2022,6,solar_utilization_hours,solar_utilization_hours_jan_nov,695.0,小时,S5150470
Tianjin,天津,2022,6,wind_utilization_hours,wind_utilization_hours,1020.0,小时,S5132510
Tianjin,天津,2022,7,power_output,power_output_jan_nov_10k_kwh,1360348.0,万千瓦时,S5151456
Tianjin,天津,2022,7,solar_utilization_hours,solar_utilization_hours_jan_nov,818.0,小时,S5150470
Tianjin,天津,2022,7,wind_utilization_hours,wind_utilization_hours,1114.0,小时,S5132510
Tianjin,天津,2022,8,power_output,power_output_jan_nov_10k_kwh,1570823.0,万千瓦时,S5151456
Tianjin,天津,2022,8,solar_utilization_hours,solar_utilization_hours_jan_nov,940.0,小时,S5150470
Tianjin,天津,2022,8,wind_utilization_hours,wind_utilization_hours,1208.0,小时,S5132510
Tianjin,天津,2022,9,power_output,power_output_jan_nov_10k_kwh,1746298.0,万千瓦时,S5151456
Tianjin,天津,2022,9,solar_utilization_hours,solar_utilization_hours_jan_nov,1074.0,小时,S5150470
Tianjin,天津,2022,9,wind_utilization_hours,wind_utilization_hours,1332.0,小时,S5132510
Tianjin,天津,2022,10,power_output,power_output_jan_nov_10k_kwh,1893077.0,万千瓦时,S5151456
Tianjin,天津,2022,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1177.0,小时,S5150470
Tianjin,天津,2022,10,wind_utilization_hours,wind_utilization_hours,1516.0,小时,S5132510
Tianjin,天津,2022,11,power_output,power_output_jan_nov_10k_kwh,2022692.0,万千瓦时,S5151456
Tianjin,天津,2022,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1252.36,小时,S5150470
Tianjin,天津,2022,11,wind_utilization_hours,wind_utilization_hours,1655.84,小时,S5132510
Tianjin,天津,2022,12,wind_utilization_hours,wind_utilization_hours,1852.0,小时,S5132510
Tianjin,天津,2023,2,solar_utilization_hours,solar_utilization_hours_jan_nov,179.0,小时,S5150470
Tianjin,天津,2023,2,wind_utilization_hours,wind_utilization_hours,348.0,小时,S5132510
Tianjin,天津,2023,3,power_output,power_output_jan_nov_10k_kwh,677231.0,万千瓦时,S5151456
Tianjin,天津,2023,3,solar_utilization_hours,solar_utilization_hours_jan_nov,306.0,小时,S5150470
Tianjin,天津,2023,3,wind_utilization_hours,wind_utilization_hours,564.0,小时,S5132510
Tianjin,天津,2023,4,power_output,power_output_jan_nov_10k_kwh,880537.0,万千瓦时,S5151456
Tianjin,天津,2023,4,solar_utilization_hours,solar_utilization_hours_jan_nov,426.0,小时,S5150470
Tianjin,天津,2023,4,wind_utilization_hours,wind_utilization_hours,832.0,小时,S5132510
Tianjin,天津,2023,5,power_output,power_output_jan_nov_10k_kwh,1064219.0,万千瓦时,S5151456
Tianjin,天津,2023,5,solar_utilization_hours,solar_utilization_hours_jan_nov,565.0,小时,S5150470
Tianjin,天津,2023,5,wind_utilization_hours,wind_utilization_hours,1037.0,小时,S5132510
Tianjin,天津,2023,6,power_output,power_output_jan_nov_10k_kwh,1269347.0,万千瓦时,S5151456
Tianjin,天津,2023,6,solar_utilization_hours,solar_utilization_hours_jan_nov,668.0,小时,S5150470
Tianjin,天津,2023,6,wind_utilization_hours,wind_utilization_hours,1194.0,小时,S5132510
Tianjin,天津,2023,7,power_output,power_output_jan_nov_10k_kwh,1447241.0,万千瓦时,S5151456
Tianjin,天津,2023,7,solar_utilization_hours,solar_utilization_hours_jan_nov,783.0,小时,S5150470
Tianjin,天津,2023,7,wind_utilization_hours,wind_utilization_hours,1373.0,小时,S5132510
Tianjin,天津,2023,8,power_output,power_output_jan_nov_10k_kwh,1641289.0,万千瓦时,S5151456
Tianjin,天津,2023,8,solar_utilization_hours,solar_utilization_hours_jan_nov,916.0,小时,S5150470
Tianjin,天津,2023,8,wind_utilization_hours,wind_utilization_hours,1464.0,小时,S5132510
Tianjin,天津,2023,9,power_output,power_output_jan_nov_10k_kwh,1812130.0,万千瓦时,S5151456
Tianjin,天津,2023,9,solar_utilization_hours,solar_utilization_hours_jan_nov,1032.0,小时,S5150470
Tianjin,天津,2023,9,wind_utilization_hours,wind_utilization_hours,1550.0,小时,S5132510
Tianjin,天津,2023,10,power_output,power_output_jan_nov_10k_kwh,2033499.0,万千瓦时,S5151456
Tianjin,天津,2023,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1156.0,小时,S5150470
Tianjin,天津,2023,10,wind_utilization_hours,wind_utilization_hours,1667.0,小时,S5132510
Tianjin,天津,2023,11,power_output,power_output_jan_nov_10k_kwh,2208142.96,万千瓦时,S5151456
Tianjin,天津,2023,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1254.0,小时,S5150470
Tianjin,天津,2023,11,wind_utilization_hours,wind_utilization_hours,1883.0,小时,S5132510
Tianjin,天津,2023,12,wind_utilization_hours,wind_utilization_hours,2089.0,小时,S5132510
Xinjiang,新疆,2014,2,wind_utilization_hours,wind_utilization_hours,243.0,小时,S5132539
Xinjiang,新疆,2014,3,wind_utilization_hours,wind_utilization_hours,414.0,小时,S5132539
Xinjiang,新疆,2014,4,wind_utilization_hours,wind_utilization_hours,616.0,小时,S5132539
Xinjiang,新疆,2014,5,wind_utilization_hours,wind_utilization_hours,838.0,小时,S5132539
Xinjiang,新疆,2014,6,wind_utilization_hours,wind_utilization_hours,1059.0,小时,S5132539
Xinjiang,新疆,2014,7,wind_utilization_hours,wind_utilization_hours,1242.0,小时,S5132539
Xinjiang,新疆,2014,8,wind_utilization_hours,wind_utilization_hours,1450.0,小时,S5132539
Xinjiang,新疆,2014,9,wind_utilization_hours,wind_utilization_hours,1597.0,小时,S5132539
Xinjiang,新疆,2014,10,wind_utilization_hours,wind_utilization_hours,1750.0,小时,S5132539
Xinjiang,新疆,2014,11,wind_utilization_hours,wind_utilization_hours,1936.0,小时,S5132539
Xinjiang,新疆,2015,2,wind_utilization_hours,wind_utilization_hours,232.0,小时,S5132539
Xinjiang,新疆,2015,3,wind_utilization_hours,wind_utilization_hours,388.0,小时,S5132539
Xinjiang,新疆,2015,4,wind_utilization_hours,wind_utilization_hours,550.0,小时,S5132539
Xinjiang,新疆,2015,5,wind_utilization_hours,wind_utilization_hours,730.0,小时,S5132539
Xinjiang,新疆,2015,6,power_output,power_output_jan_nov_10k_kwh,1461752.0,万千瓦时,S5151485
Xinjiang,新疆,2015,6,wind_utilization_hours,wind_utilization_hours,895.0,小时,S5132539
Xinjiang,新疆,2015,7,power_output,power_output_jan_nov_10k_kwh,1710259.0,万千瓦时,S5151485
Xinjiang,新疆,2015,7,wind_utilization_hours,wind_utilization_hours,1050.0,小时,S5132539
Xinjiang,新疆,2015,8,power_output,power_output_jan_nov_10k_kwh,2045714.0,万千瓦时,S5151485
Xinjiang,新疆,2015,8,wind_utilization_hours,wind_utilization_hours,1215.0,小时,S5132539
Xinjiang,新疆,2015,9,power_output,power_output_jan_nov_10k_kwh,2241699.0,万千瓦时,S5151485
Xinjiang,新疆,2015,9,wind_utilization_hours,wind_utilization_hours,1334.0,小时,S5132539
Xinjiang,新疆,2015,10,power_output,power_output_jan_nov_10k_kwh,2316173.0,万千瓦时,S5151485
Xinjiang,新疆,2015,10,wind_utilization_hours,wind_utilization_hours,1438.0,小时,S5132539
Xinjiang,新疆,2015,11,power_output,power_output_jan_nov_10k_kwh,2624151.0,万千瓦时,S5151485
Xinjiang,新疆,2015,11,wind_utilization_hours,wind_utilization_hours,1564.0,小时,S5132539
Xinjiang,新疆,2016,2,power_output,power_output_jan_nov_10k_kwh,518453.0,万千瓦时,S5151485
Xinjiang,新疆,2016,2,wind_utilization_hours,wind_utilization_hours,81.0,小时,S5132539
Xinjiang,新疆,2016,3,power_output,power_output_jan_nov_10k_kwh,920207.0,万千瓦时,S5151485
Xinjiang,新疆,2016,3,wind_utilization_hours,wind_utilization_hours,189.0,小时,S5132539
Xinjiang,新疆,2016,4,power_output,power_output_jan_nov_10k_kwh,1226924.0,万千瓦时,S5151485
Xinjiang,新疆,2016,4,wind_utilization_hours,wind_utilization_hours,319.0,小时,S5132539
Xinjiang,新疆,2016,5,power_output,power_output_jan_nov_10k_kwh,1471779.0,万千瓦时,S5151485
Xinjiang,新疆,2016,5,wind_utilization_hours,wind_utilization_hours,446.0,小时,S5132539
Xinjiang,新疆,2016,6,power_output,power_output_jan_nov_10k_kwh,1730563.0,万千瓦时,S5151485
Xinjiang,新疆,2016,6,wind_utilization_hours,wind_utilization_hours,578.0,小时,S5132539
Xinjiang,新疆,2016,7,power_output,power_output_jan_nov_10k_kwh,2007341.0,万千瓦时,S5151485
Xinjiang,新疆,2016,7,wind_utilization_hours,wind_utilization_hours,711.0,小时,S5132539
Xinjiang,新疆,2016,8,power_output,power_output_jan_nov_10k_kwh,2355847.0,万千瓦时,S5151485
Xinjiang,新疆,2016,8,wind_utilization_hours,wind_utilization_hours,842.0,小时,S5132539
Xinjiang,新疆,2016,9,power_output,power_output_jan_nov_10k_kwh,2638012.0,万千瓦时,S5151485
Xinjiang,新疆,2016,9,wind_utilization_hours,wind_utilization_hours,946.0,小时,S5132539
Xinjiang,新疆,2016,10,power_output,power_output_jan_nov_10k_kwh,2852100.0,万千瓦时,S5151485
Xinjiang,新疆,2016,10,wind_utilization_hours,wind_utilization_hours,1067.0,小时,S5132539
Xinjiang,新疆,2016,11,power_output,power_output_jan_nov_10k_kwh,3176667.0,万千瓦时,S5151485
Xinjiang,新疆,2016,11,wind_utilization_hours,wind_utilization_hours,1197.0,小时,S5132539
Xinjiang,新疆,2017,2,power_output,power_output_jan_nov_10k_kwh,758509.0,万千瓦时,S5151485
Xinjiang,新疆,2017,2,wind_utilization_hours,wind_utilization_hours,166.0,小时,S5132539
Xinjiang,新疆,2017,3,power_output,power_output_jan_nov_10k_kwh,1165087.0,万千瓦时,S5151485
Xinjiang,新疆,2017,3,wind_utilization_hours,wind_utilization_hours,317.0,小时,S5132539
Xinjiang,新疆,2017,4,power_output,power_output_jan_nov_10k_kwh,1502703.0,万千瓦时,S5151485
Xinjiang,新疆,2017,4,wind_utilization_hours,wind_utilization_hours,500.0,小时,S5132539
Xinjiang,新疆,2017,5,power_output,power_output_jan_nov_10k_kwh,1890287.0,万千瓦时,S5151485
Xinjiang,新疆,2017,5,wind_utilization_hours,wind_utilization_hours,680.0,小时,S5132539
Xinjiang,新疆,2017,6,power_output,power_output_jan_nov_10k_kwh,2223143.0,万千瓦时,S5151485
Xinjiang,新疆,2017,6,wind_utilization_hours,wind_utilization_hours,854.0,小时,S5132539
Xinjiang,新疆,2017,7,power_output,power_output_jan_nov_10k_kwh,2577824.0,万千瓦时,S5151485
Xinjiang,新疆,2017,7,wind_utilization_hours,wind_utilization_hours,1038.0,小时,S5132539
Xinjiang,新疆,2017,8,power_output,power_output_jan_nov_10k_kwh,2977993.0,万千瓦时,S5151485
Xinjiang,新疆,2017,8,wind_utilization_hours,wind_utilization_hours,1225.0,小时,S5132539
Xinjiang,新疆,2017,9,power_output,power_output_jan_nov_10k_kwh,3348731.0,万千瓦时,S5151485
Xinjiang,新疆,2017,9,wind_utilization_hours,wind_utilization_hours,1377.0,小时,S5132539
Xinjiang,新疆,2017,10,power_output,power_output_jan_nov_10k_kwh,3673765.0,万千瓦时,S5151485
Xinjiang,新疆,2017,10,wind_utilization_hours,wind_utilization_hours,1520.0,小时,S5132539
Xinjiang,新疆,2017,11,power_output,power_output_jan_nov_10k_kwh,3933661.0,万千瓦时,S5151485
Xinjiang,新疆,2017,11,wind_utilization_hours,wind_utilization_hours,1635.0,小时,S5132539
Xinjiang,新疆,2018,2,power_output,power_output_jan_nov_10k_kwh,922000.0,万千瓦时,S5151485
Xinjiang,新疆,2018,2,solar_utilization_hours,solar_utilization_hours_jan_nov,156.0,小时,S5150499
Xinjiang,新疆,2018,2,wind_utilization_hours,wind_utilization_hours,253.0,小时,S5132539
Xinjiang,新疆,2018,3,power_output,power_output_jan_nov_10k_kwh,1414185.0,万千瓦时,S5151485
Xinjiang,新疆,2018,3,solar_utilization_hours,solar_utilization_hours_jan_nov,257.0,小时,S5150499
Xinjiang,新疆,2018,3,wind_utilization_hours,wind_utilization_hours,422.0,小时,S5132539
Xinjiang,新疆,2018,4,power_output,power_output_jan_nov_10k_kwh,1673626.0,万千瓦时,S5151485
Xinjiang,新疆,2018,4,solar_utilization_hours,solar_utilization_hours_jan_nov,366.0,小时,S5150499
Xinjiang,新疆,2018,4,wind_utilization_hours,wind_utilization_hours,602.0,小时,S5132539
Xinjiang,新疆,2018,5,power_output,power_output_jan_nov_10k_kwh,2074286.0,万千瓦时,S5151485
Xinjiang,新疆,2018,5,solar_utilization_hours,solar_utilization_hours_jan_nov,488.0,小时,S5150499
Xinjiang,新疆,2018,5,wind_utilization_hours,wind_utilization_hours,788.0,小时,S5132539
Xinjiang,新疆,2018,6,power_output,power_output_jan_nov_10k_kwh,2400612.0,万千瓦时,S5151485
Xinjiang,新疆,2018,6,solar_utilization_hours,solar_utilization_hours_jan_nov,604.0,小时,S5150499
Xinjiang,新疆,2018,6,wind_utilization_hours,wind_utilization_hours,968.0,小时,S5132539
Xinjiang,新疆,2018,7,power_output,power_output_jan_nov_10k_kwh,2728758.0,万千瓦时,S5151485
Xinjiang,新疆,2018,7,solar_utilization_hours,solar_utilization_hours_jan_nov,732.0,小时,S5150499
Xinjiang,新疆,2018,7,wind_utilization_hours,wind_utilization_hours,1167.0,小时,S5132539
Xinjiang,新疆,2018,8,power_output,power_output_jan_nov_10k_kwh,3149087.0,万千瓦时,S5151485
Xinjiang,新疆,2018,8,solar_utilization_hours,solar_utilization_hours_jan_nov,866.0,小时,S5150499
Xinjiang,新疆,2018,8,wind_utilization_hours,wind_utilization_hours,1354.0,小时,S5132539
Xinjiang,新疆,2018,9,power_output,power_output_jan_nov_10k_kwh,3449982.0,万千瓦时,S5151485
Xinjiang,新疆,2018,9,solar_utilization_hours,solar_utilization_hours_jan_nov,990.0,小时,S5150499
Xinjiang,新疆,2018,9,wind_utilization_hours,wind_utilization_hours,1531.0,小时,S5132539
Xinjiang,新疆,2018,10,power_output,power_output_jan_nov_10k_kwh,3803760.0,万千瓦时,S5151485
Xinjiang,新疆,2018,10,solar_utilization_hours,solar_utilization_hours_jan_nov,1106.0,小时,S5150499
Xinjiang,新疆,2018,10,wind_utilization_hours,wind_utilization_hours,1686.0,小时,S5132539
Xinjiang,新疆,2018,11,power_output,power_output_jan_nov_10k_kwh,4362704.0,万千瓦时,S5151485
Xinjiang,新疆,2018,11,solar_utilization_hours,solar_utilization_hours_jan_nov,1192.0,小时,S5150499
Xinjiang,新疆,2018,11,wind_utilization_hours,wind_utilization_hours,1833.0,小时,S5132539
Xinjiang,新疆,2018,12,solar_utilization_hours,solar_utilization_hours_jan_nov,1241.0,小时,S5150499
Xinjiang,新疆,2018,12,wind_utilization_hours,wind_utilization_hours,1951.0,小时,S5132539
