province,city,metric,code,name,source,unit,update_date,year,value,normalized_value
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2019,10975.06,10975.06
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2020,10873.04,10873.04
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2021,12349.22,12349.22
广东,佛山,gdp,M0058314,广东:佛山:GDP,广东省统计局,亿元,20260206,2022,12823.31,12823.31
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2005,2231.5,2231.5
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2006,2627.98,2627.98
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2007,3160.05,3160.05
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2008,3703.6,3703.6
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2009,3763.91,3763.91
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2010,4431.19,4431.19
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2011,4735.39,4735.39
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2012,5010.17,5010.17
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2013,5740.44,5740.44
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2014,6308.28,6308.28
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2015,6769.32,6769.32
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2016,7380.62,7380.62
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2017,8228.18,8228.18
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2018,9021.55,9021.55
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2019,9736.84,9736.84
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2020,10079.94,10079.94
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2021,11272.57,11272.57
广东,东莞,gdp,M0058325,广东:东莞:GDP,广东省统计局,亿元,20260204,2022,11742.94,11742.94
广东,珠海,gdp,M0058312,广东:珠海:GDP,广东省统计局,亿元,20260131,2005,651.32,651.32
广东,珠海,gdp,M0058312,广东:珠海:GDP,广东省统计局,亿元,20260131,2006,746.46,746.46
广东,珠海,gdp,M0058312,广东:珠海:GDP,广东省统计局,亿元,20260131,2007,894.81,894.81
