year,province,city,gdp,mining_emp,so2,urban_unit_emp,pilot_city,post2017,pilot_post2017,resource_share_2016,resource_share_2016_z,post_resource,pilot_resource,pilot_post_resource,ln_so2,ln_gdp,so2_per_gdp,ln_so2_per_gdp,city_id,province_id,province_year_id
2005,广东,东莞,2231.5,,177000.0,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,12.083910661257521,7.710429284069325,79.31884382702218,4.386004261255929,28,2,19
2006,广东,东莞,2627.98,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,7.873970769225466,,,28,2,20
2007,广东,东莞,3160.05,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.058343129240589,,,28,2,21
2008,广东,东莞,3703.6,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.217060598573893,,,28,2,22
2009,广东,东莞,3763.91,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.233213589686141,,,28,2,23
2010,广东,东莞,4431.19,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.396423449991307,,,28,2,24
2011,广东,东莞,4735.39,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.462819367592648,,,28,2,25
2012,广东,东莞,5010.17,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.519225125638958,,,28,2,26
2013,广东,东莞,5740.44,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.655291141428028,,,28,2,27
2014,广东,东莞,6308.28,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.749618335176438,,,28,2,28
2015,广东,东莞,6769.32,,,232.27530000000002,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.820155917730109,,,28,2,29
2016,广东,东莞,7380.62,0.0,,231.23870000000002,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,8.906612924905913,,,28,2,30
2017,广东,东莞,8228.18,0.0,,242.39880000000002,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,9.015320127052764,,,28,2,31
2018,广东,东莞,9021.55,0.0,,242.41500000000002,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,9.107371438648574,,,28,2,32
2019,广东,东莞,9736.84,0.0,7216.26,287.3275,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,8.884230658472957,9.183671908677782,0.7411295656496358,0.5545340782637781,28,2,33
2020,广东,东莞,10079.94,,,286.30561800000004,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,9.218302589226692,,,28,2,34
2021,广东,东莞,11272.57,,,287.29,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,9.330127620078576,,,28,2,35
2022,广东,东莞,11742.94,,,,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,9.371007487925135,,,28,2,36
2005,广东,中山,908.32,,32000.0,,0,0,0,,,,,,10.373522431293592,6.811596739422416,35.22987493394398,3.5898840528983773,29,2,19
2006,广东,中山,1053.61,,,,0,0,0,,,,,,,6.9599776416520625,,,29,2,20
2007,广东,中山,1268.04,,,,0,0,0,,,,,,,7.145227680240939,,,29,2,21
2008,广东,中山,1457.01,,,,0,0,0,,,,,,,7.2841416695896335,,,29,2,22
2009,广东,中山,1566.41,,,,0,0,0,,,,,,,7.356541655821241,,,29,2,23
2010,广东,中山,1835.97,,,,0,0,0,,,,,,,7.515328231177658,,,29,2,24
2011,广东,中山,2193.2,,,,0,0,0,,,,,,,7.693116943529893,,,29,2,25
2012,广东,中山,2441.04,,,,0,0,0,,,,,,,7.80017945698545,,,29,2,26
2013,广东,中山,2470.06,,,,0,0,0,,,,,,,7.811997720824965,,,29,2,27
2014,广东,中山,2620.58,,,,0,0,0,,,,,,,7.871150946301325,,,29,2,28
2015,广东,中山,2745.9,,,82.93820000000001,0,0,0,,,,,,,7.917864169058843,,,29,2,29
2016,广东,中山,2868.25,,,80.9462,0,0,0,,,,,,,7.9614573666792525,,,29,2,30
2017,广东,中山,2978.39,,,77.8995,0,1,0,,,,,,,7.999138165045484,,,29,2,31
2018,广东,中山,3113.03,,,76.3362,0,1,0,,,,,,,8.043351807401276,,,29,2,32
2019,广东,中山,3202.81,,2222.17,76.4244,0,1,0,,,,,,7.706689384274636,8.07178382846162,0.6938188653089007,0.5269856633043,29,2,33
2020,广东,中山,3311.24,,,75.33539,0,1,0,,,,,,,8.105078020574169,,,29,2,34
2021,广东,中山,3705.22,,,78.66000000000001,0,1,0,,,,,,,8.217497915184586,,,29,2,35
2022,广东,中山,3794.55,,,,0,1,0,,,,,,,8.241321105723815,,,29,2,36
2005,广东,云浮,205.33,,24000.0,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,10.085850775128717,5.3246184409674076,116.88501436711634,4.769709694860239,32,2,19
2006,广东,云浮,230.63,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,5.440814694776582,,,32,2,20
2007,广东,云浮,275.55,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,5.618769100329245,,,32,2,21
2008,广东,云浮,324.55,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,5.7824396074794775,,,32,2,22
2009,广东,云浮,344.51,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,5.842123117608619,,,32,2,23
2010,广东,云浮,402.03,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,5.996526712700247,,,32,2,24
2011,广东,云浮,481.37,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,6.176636205168639,,,32,2,25
2012,广东,云浮,530.29,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,6.273424026714671,,,32,2,26
2013,广东,云浮,596.67,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,6.391364196743265,,,32,2,27
2014,广东,云浮,655.5,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,6.4853983032037545,,,32,2,28
2015,广东,云浮,708.88,,,,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,6.563686259739047,,,32,2,29
2016,广东,云浮,773.2,0.3,,21.81,0,0,0,0.01375515818431912,-0.044833808582512236,-0.0,-0.0,-0.0,,6.650537747334176,,,32,2,30
2017,广东,云浮,827.78,0.25,,19.43,0,1,0,0.01375515818431912,-0.044833808582512236,-0.044833808582512236,-0.0,-0.0,,6.718747418597541,,,32,2,31
2018,广东,云浮,884.36,0.22,,18.36,0,1,0,0.01375515818431912,-0.044833808582512236,-0.044833808582512236,-0.0,-0.0,,6.784864219557019,,,32,2,32
2019,广东,云浮,975.62,0.22,5182.49,19.13,0,1,0,0.01375515818431912,-0.044833808582512236,-0.044833808582512236,-0.0,-0.0,8.553233853562888,6.883073166336641,5.311996474037023,1.842452024930778,32,2,33
2020,广东,云浮,1061.31,,,,0,1,0,0.01375515818431912,-0.044833808582512236,-0.044833808582512236,-0.0,-0.0,,6.967259273129868,,,32,2,34
2021,广东,云浮,1171.39,,,,0,1,0,0.01375515818431912,-0.044833808582512236,-0.044833808582512236,-0.0,-0.0,,7.065946356825663,,,32,2,35
2022,广东,云浮,1211.91,,,,0,1,0,0.01375515818431912,-0.044833808582512236,-0.044833808582512236,-0.0,-0.0,,7.0999529064462985,,,32,2,36
2005,广东,佛山,2478.94,,149000.0,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,11.91170829631447,7.815586328434501,60.10633577254794,4.112615555933298,17,2,19
2006,广东,佛山,2983.9,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.000986448697766,,,17,2,20
2007,广东,佛山,3660.18,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.205267605513969,,,17,2,21
2008,广东,佛山,4378.3,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.3844158001755,,,17,2,22
2009,广东,佛山,4820.9,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.480715911605966,,,17,2,23
2010,广东,佛山,5756.94,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.658161362526657,,,17,2,24
2011,广东,佛山,6210.23,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.733953211278708,,,17,2,25
2012,广东,佛山,6613.02,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.796795712016074,,,17,2,26
2013,广东,佛山,7064.3,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.862809210238192,,,17,2,27
2014,广东,佛山,7639.93,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,8.941143719814928,,,17,2,28
2015,广东,佛山,8203.07,,,,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,9.012263753429707,,,17,2,29
2016,广东,佛山,8871.82,0.04,,171.72,0,0,0,0.00023293733985557886,-0.22547703773655278,-0.0,-0.0,-0.0,,9.090635240276146,,,17,2,30
2017,广东,佛山,9507.08,0.04,,165.16,0,1,0,0.00023293733985557886,-0.22547703773655278,-0.22547703773655278,-0.0,-0.0,,9.15979206317584,,,17,2,31
2018,广东,佛山,10150.88,0.01,,163.33,0,1,0,0.00023293733985557886,-0.22547703773655278,-0.22547703773655278,-0.0,-0.0,,9.225315680219138,,,17,2,32
2019,广东,佛山,10975.06,0.01,7436.7,151.64,0,1,0,0.00023293733985557886,-0.22547703773655278,-0.22547703773655278,-0.0,-0.0,8.914316940248638,9.303380704898816,0.6775999402281172,0.5173641649761717,17,2,33
2020,广东,佛山,10873.04,,,,0,1,0,0.00023293733985557886,-0.22547703773655278,-0.22547703773655278,-0.0,-0.0,,9.29404160982847,,,17,2,34
2021,广东,佛山,12349.22,,,,0,1,0,0.00023293733985557886,-0.22547703773655278,-0.22547703773655278,-0.0,-0.0,,9.421348182166842,,,17,2,35
2022,广东,佛山,12823.31,,,,0,1,0,0.00023293733985557886,-0.22547703773655278,-0.22547703773655278,-0.0,-0.0,,9.459019887476888,,,17,2,36
2005,广东,广州,5154.23,,149000.0,,1,0,0,,,,,,11.91170829631447,8.547573015750187,28.9082947404365,3.398135857992029,12,2,19
2006,广东,广州,6081.86,,,,1,0,0,,,,,,,8.71306584922854,,,12,2,20
2007,广东,广州,7140.32,,,,1,0,0,,,,,,,8.873512872256507,,,12,2,21
2008,广东,广州,8287.38,,,,1,0,0,,,,,,,9.022489154751279,,,12,2,22
2009,广东,广州,9138.21,,,,1,0,0,,,,,,,9.120219802817793,,,12,2,23
2010,广东,广州,10748.28,,,,1,0,0,,,,,,,9.282501020754443,,,12,2,24
2011,广东,广州,12423.44,,,,1,0,0,,,,,,,9.427340289762432,,,12,2,25
2012,广东,广州,13551.21,,,,1,0,0,,,,,,,9.514231121213927,,,12,2,26
2013,广东,广州,15420.14,0.0181,,,1,0,0,,,,,,,9.643429726194134,,,12,2,27
2014,广东,广州,16706.87,,,,1,0,0,,,,,,,9.723575291057935,,,12,2,28
2015,广东,广州,18100.41,,,,1,0,0,,,,,,,9.803689868931068,,,12,2,29
2016,广东,广州,19547.44,,,325.23,1,0,0,,,,,,,9.880599610547737,,,12,2,30
2017,广东,广州,21503.15,,,329.17,1,1,1,,,,,,,9.97595471501188,,,12,2,31
2018,广东,广州,22859.35,0.0001,,348.65,1,1,1,,,,,,,10.037115502998793,,,12,2,32
2019,广东,广州,23628.6,0.0117,4447.14,400.22,1,1,1,,,,,,8.400241310255241,10.070213121705526,0.18821005053198245,0.1724480155234763,12,2,33
2020,广东,广州,25019.11,0.0031000000000000003,,,1,1,1,,,,,,,10.127395211845455,,,12,2,34
2021,广东,广州,28231.97,0.0108,,,1,1,1,,,,,,,10.248210302730568,,,12,2,35
2022,广东,广州,28839.0,0.0114,,,1,1,1,,,,,,,10.269483916733925,,,12,2,36
2005,广东,惠州,815.13,,10700.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,9.278092474027002,6.703347609723076,13.12674051991707,2.6480694920902135,22,2,19
2006,广东,惠州,928.92,,12200.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,9.409273194575334,6.834022621004622,13.133531412823494,2.6485500885298583,22,2,20
2007,广东,惠州,1117.91,,16500.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,9.711176264112805,7.019216149580219,14.75968548452022,2.757455127664622,22,2,21
2008,广东,惠州,1304.05,,32700.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.39516093745751,7.173230085309785,25.075725624017483,3.2610048288416285,22,2,22
2009,广东,惠州,1414.7,,35700.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.482933978579906,7.254672773464889,25.23503216229589,3.267095623068775,22,2,23
2010,广东,惠州,1750.17,,33100.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.407318772389159,7.467468205056641,18.91244850500237,2.9913450891689117,22,2,24
2011,广东,惠州,2093.08,,39000.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.571342565808699,7.646391944362451,18.63282817665832,2.9772030721164002,22,2,25
2012,广东,惠州,2367.55,,36100.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.494075844768336,7.769610944161405,15.247830035268525,2.7879593635678144,22,2,26
2013,广东,惠州,2674.5,,30307.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.319166983051264,7.891517725971305,11.331837726677884,2.5121843512183752,22,2,27
2014,广东,惠州,3012.16,,29203.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.282060965175976,8.010412708358855,9.695036120259216,2.3697797198320054,22,2,28
2015,广东,惠州,3134.27,,29024.0,,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,10.275912806566092,8.050151571087683,9.260210511538572,2.3282733572259566,22,2,29
2016,广东,惠州,3414.4,0.04,17689.0,96.09,0,0,0,0.00041627640753460294,-0.2230278127463257,-0.0,-0.0,-0.0,9.780754787153832,8.135757061107434,5.180705248359887,1.8214323828162389,22,2,30
2017,广东,惠州,3806.15,0.02,14811.0,98.76,0,1,0,0.00041627640753460294,-0.2230278127463257,-0.2230278127463257,-0.0,-0.0,9.603192942033504,8.24437345853508,3.8913337624633817,1.5874650193564235,22,2,31
2018,广东,惠州,4077.44,0.0,14970.0,95.13,0,1,0,0.00041627640753460294,-0.2230278127463257,-0.2230278127463257,-0.0,-0.0,9.613870275449836,8.313224619488068,3.671421283942866,1.541463368834447,22,2,32
2019,广东,惠州,4313.4,0.02,11912.0,100.61,0,1,0,0.00041627640753460294,-0.2230278127463257,-0.2230278127463257,-0.0,-0.0,9.38538551979936,8.369481735217882,2.7616265590949136,1.324851459363311,22,2,33
2020,广东,惠州,4467.86,,7721.0,,0,1,0,0.00041627640753460294,-0.2230278127463257,-0.2230278127463257,-0.0,-0.0,8.951828676824181,8.404664825768004,1.7281203976847979,1.0036128730560168,22,2,34
2021,广东,惠州,5259.64,,6046.0,,0,1,0,0.00041627640753460294,-0.2230278127463257,-0.2230278127463257,-0.0,-0.0,8.707317560273212,8.56781786232492,1.1495083313686867,0.765239132903276,22,2,35
2022,广东,惠州,5669.7,,5379.0,,0,1,0,0.00041627640753460294,-0.2230278127463257,-0.2230278127463257,-0.0,-0.0,8.59044365315583,8.642891485269102,0.9487274458966083,0.6671765676970158,22,2,36
2005,广东,揭阳,419.45,,2000.0,,0,0,0,,,,,,7.601402334583733,6.0389443292923035,4.768148766241507,1.7523511913007956,31,2,19
2006,广东,揭阳,480.22,,,,0,0,0,,,,,,,6.174244332232631,,,31,2,20
2007,广东,揭阳,585.99,,,,0,0,0,,,,,,,6.37330272458499,,,31,2,21
2008,广东,揭阳,724.23,,,,0,0,0,,,,,,,6.585109021494261,,,31,2,22
2009,广东,揭阳,816.09,,,,0,0,0,,,,,,,6.7045246429998056,,,31,2,23
2010,广东,揭阳,981.1,,,,0,0,0,,,,,,,6.888674391169345,,,31,2,24
2011,广东,揭阳,1225.86,,,,0,0,0,,,,,,,7.111397917479776,,,31,2,25
2012,广东,揭阳,1396.79,,,,0,0,0,,,,,,,7.241932025838634,,,31,2,26
2013,广东,揭阳,1465.36,,,,0,0,0,,,,,,,7.289856225051961,,,31,2,27
2014,广东,揭阳,1621.54,,,,0,0,0,,,,,,,7.391131593959916,,,31,2,28
2015,广东,揭阳,1686.65,,,,0,0,0,,,,,,,7.430499592141655,,,31,2,29
2016,广东,揭阳,1833.66,,,41.34,0,0,0,,,,,,,7.5140692484981395,,,31,2,30
2017,广东,揭阳,1876.46,,,37.86,0,1,0,,,,,,,7.537142302067571,,,31,2,31
2018,广东,揭阳,2048.19,,,30.44,0,1,0,,,,,,,7.624711755293709,,,31,2,32
2019,广东,揭阳,2141.48,0.0,5832.35,23.19,0,1,0,,,,,,8.671346728382272,7.6692524577636245,2.7235136447690382,1.314667750662732,31,2,33
2020,广东,揭阳,2121.55,,,,0,1,0,,,,,,,7.659902232594679,,,31,2,34
2021,广东,揭阳,2313.25,,,,0,1,0,,,,,,,7.74640874112914,,,31,2,35
2022,广东,揭阳,2303.76,,,,0,1,0,,,,,,,7.742297849723391,,,31,2,36
2005,广东,梅州,320.65,,26000.0,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,10.165890277802454,5.770350185594872,81.08529549352878,4.4077588955880715,23,2,19
2006,广东,梅州,349.58,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,5.856732433906941,,,23,2,20
2007,广东,梅州,411.62,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.020100593644314,,,23,2,21
2008,广东,梅州,479.61,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.17297327364491,,,23,2,22
2009,广东,梅州,519.29,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.252462493973161,,,23,2,23
2010,广东,梅州,612.0,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.416732282512326,,,23,2,24
2011,广东,梅州,707.54,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.561794165021705,,,23,2,25
2012,广东,梅州,744.75,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.613048591593392,,,23,2,26
2013,广东,梅州,790.82,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.673070381821368,,,23,2,27
2014,广东,梅州,885.03,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.78562154273848,,,23,2,28
2015,广东,梅州,961.78,,,,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.868785734283418,,,23,2,29
2016,广东,梅州,1055.33,0.1,,28.92,0,0,0,0.003457814661134163,-0.18239593000712886,-0.0,-0.0,-0.0,,6.961608793208162,,,23,2,30
2017,广东,梅州,1132.77,0.1,,29.13,0,1,0,0.003457814661134163,-0.18239593000712886,-0.18239593000712886,-0.0,-0.0,,7.032421239537926,,,23,2,31
2018,广东,梅州,1165.16,0.09,,30.05,0,1,0,0.003457814661134163,-0.18239593000712886,-0.18239593000712886,-0.0,-0.0,,7.060613695625451,,,23,2,32
2019,广东,梅州,1235.03,0.08,8197.56,28.82,0,1,0,0.003457814661134163,-0.18239593000712886,-0.18239593000712886,-0.0,-0.0,9.011713808075049,7.1188505402650195,6.63753916908901,2.0330754530068553,23,2,33
2020,广东,梅州,1275.77,,,,0,1,0,0.003457814661134163,-0.18239593000712886,-0.18239593000712886,-0.0,-0.0,,7.151305196873912,,,23,2,34
2021,广东,梅州,1362.04,,,,0,1,0,0.003457814661134163,-0.18239593000712886,-0.18239593000712886,-0.0,-0.0,,7.216738854853833,,,23,2,35
2022,广东,梅州,1384.09,,,,0,1,0,0.003457814661134163,-0.18239593000712886,-0.18239593000712886,-0.0,-0.0,,7.232798162965062,,,23,2,36
2005,广东,汕头,645.83,,27000.0,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,10.203629181337648,6.47053631125575,41.80666738925104,3.7566938705779758,16,2,19
2006,广东,汕头,718.7,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,6.577444024474397,,,16,2,20
2007,广东,汕头,829.49,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,6.720811054102739,,,16,2,21
2008,广东,汕头,951.81,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,6.858365435040728,,,16,2,22
2009,广东,汕头,1035.87,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,6.942996932320343,,,16,2,23
2010,广东,汕头,1140.57,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.039283416430192,,,16,2,24
2011,广东,汕头,1275.74,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.151281681387003,,,16,2,25
2012,广东,汕头,1425.01,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.261934110221988,,,16,2,26
2013,广东,汕头,1569.58,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.358563346630019,,,16,2,27
2014,广东,汕头,1735.57,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.459091168686077,,,16,2,28
2015,广东,汕头,1894.25,,,,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.546578260811483,,,16,2,29
2016,广东,汕头,2134.34,0.07,,57.45,0,0,0,0.0012184508268059183,-0.21231157174503576,-0.0,-0.0,-0.0,,7.665912744381657,,,16,2,30
2017,广东,汕头,2419.24,0.07,,59.62,0,1,0,0.0012184508268059183,-0.21231157174503576,-0.21231157174503576,-0.0,-0.0,,7.791208720240056,,,16,2,31
2018,广东,汕头,2569.11,0.01,,58.95,0,1,0,0.0012184508268059183,-0.21231157174503576,-0.21231157174503576,-0.0,-0.0,,7.851314814410415,,,16,2,32
2019,广东,汕头,2735.58,,3383.21,52.4,0,1,0,0.0012184508268059183,-0.21231157174503576,-0.21231157174503576,-0.0,-0.0,8.126875775538263,7.914098758186833,1.2367432135049972,0.8050208853535606,16,2,33
2020,广东,汕头,2750.93,,,,0,1,0,0.0012184508268059183,-0.21231157174503576,-0.21231157174503576,-0.0,-0.0,,7.919694315308217,,,16,2,34
2021,广东,汕头,2982.2,,,,0,1,0,0.0012184508268059183,-0.21231157174503576,-0.21231157174503576,-0.0,-0.0,,8.000416562156808,,,16,2,35
2022,广东,汕头,3099.48,,,,0,1,0,0.0012184508268059183,-0.21231157174503576,-0.21231157174503576,-0.0,-0.0,,8.038989634467502,,,16,2,36
2005,广东,汕尾,208.24,,2000.0,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,7.601402334583733,5.33869126068631,9.604302727621974,2.3612598364559054,24,2,19
2006,广东,汕尾,239.86,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,5.480055419803575,,,24,2,20
2007,广东,汕尾,288.71,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,5.665422724101567,,,24,2,21
2008,广东,汕尾,346.58,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,5.848113672212099,,,24,2,22
2009,广东,汕尾,390.04,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,5.966249297966918,,,24,2,23
2010,广东,汕尾,461.92,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.135391715914625,,,24,2,24
2011,广东,汕尾,550.55,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.3109177785596,,,24,2,25
2012,广东,汕尾,610.41,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.414130862535921,,,24,2,26
2013,广东,汕尾,678.22,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.519471719082732,,,24,2,27
2014,广东,汕尾,739.19,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.60555499209744,,,24,2,28
2015,广东,汕尾,775.97,,,,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.654113859642095,,,24,2,29
2016,广东,汕尾,857.03,0.03,,23.76,0,0,0,0.0012626262626262625,-0.2117214324870202,-0.0,-0.0,-0.0,,6.753472923819396,,,24,2,30
2017,广东,汕尾,922.73,0.03,,20.4,0,1,0,0.0012626262626262625,-0.2117214324870202,-0.2117214324870202,-0.0,-0.0,,6.8273366673322196,,,24,2,31
2018,广东,汕尾,1030.85,0.03,,19.83,0,1,0,0.0012626262626262625,-0.2117214324870202,-0.2117214324870202,-0.0,-0.0,,6.938138983616577,,,24,2,32
2019,广东,汕尾,1121.66,,802.55,18.18,0,1,0,0.0012626262626262625,-0.2117214324870202,-0.2117214324870202,-0.0,-0.0,6.689039410995079,7.022565009856652,0.715502023786174,0.539705763021981,24,2,33
2020,广东,汕尾,1156.93,,,,0,1,0,0.0012626262626262625,-0.2117214324870202,-0.2117214324870202,-0.0,-0.0,,7.053525224066943,,,24,2,34
2021,广东,汕尾,1350.68,,,,0,1,0,0.0012626262626262625,-0.2117214324870202,-0.2117214324870202,-0.0,-0.0,,7.208363448320052,,,24,2,35
2022,广东,汕尾,1386.65,,,,0,1,0,0.0012626262626262625,-0.2117214324870202,-0.2117214324870202,-0.0,-0.0,,7.234646045284198,,,24,2,36
2005,广东,江门,809.94,,37000.0,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,10.518700218288165,6.696960170848791,45.682396226881,3.8433671391531514,18,2,19
2006,广东,江门,943.79,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,6.849903683771013,,,18,2,20
2007,广东,江门,1097.26,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.000571442220138,,,18,2,21
2008,广东,江门,1270.88,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.147464852884822,,,18,2,22
2009,广东,江门,1340.88,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.2010813938190035,,,18,2,23
2010,广东,江门,1595.24,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.374779474118872,,,18,2,24
2011,广东,江门,1830.64,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.512420911471269,,,18,2,25
