province,year,green_credit_high_energy_interest_share,green_credit_proxy,green_credit_proxy_pct,green_credit_interpolated_flag
Fujian,2017,0.443375799385669,0.5566242006143309,55.662420061433096,1
Fujian,2018,0.428794953308166,0.5712050466918339,57.12050466918339,0
Fujian,2019,0.449461820944663,0.550538179055337,55.0538179055337,0
Fujian,2020,0.479802308307622,0.5201976916923781,52.019769169237804,0
Fujian,2021,0.503412295544275,0.496587704455725,49.6587704455725,0
Fujian,2022,0.531485953985001,0.468514046014999,46.8514046014999,0
Gansu,2005,0.753234458819817,0.246765541180183,24.676554118018302,0
Gansu,2006,0.761066969353008,0.238933030646992,23.8933030646992,0
Gansu,2007,0.705753823743627,0.29424617625637295,29.424617625637296,0
Gansu,2008,0.720548439473209,0.279451560526791,27.9451560526791,0
Gansu,2009,0.814238236837502,0.18576176316249804,18.576176316249803,0
Gansu,2010,0.805238415043653,0.194761584956347,19.4761584956347,0
Gansu,2011,0.84543794033226,0.15456205966773995,15.456205966773995,0
Gansu,2012,0.829725048711842,0.17027495128815795,17.027495128815794,0
Gansu,2013,0.805855808584321,0.19414419141567896,19.414419141567897,0
Gansu,2014,0.794124345251651,0.205875654748349,20.5875654748349,0
Gansu,2015,0.817491136248523,0.182508863751477,18.2508863751477,0
Gansu,2016,0.784303072211795,0.21569692778820504,21.569692778820503,0
Gansu,2017,0.785512519749126,0.21448748025087405,21.448748025087404,1
Gansu,2018,0.786464139725009,0.21353586027499105,21.353586027499105,0
Gansu,2019,0.757765259186521,0.24223474081347895,24.223474081347895,0
Gansu,2020,0.762654243263661,0.23734575673633895,23.734575673633895,0
Gansu,2021,0.760255006761543,0.239744993238457,23.9744993238457,0
Gansu,2022,0.711377399819611,0.288622600180389,28.8622600180389,0
Guangdong,2005,0.456878394856446,0.543121605143554,54.3121605143554,0
Guangdong,2006,0.440551263311756,0.559448736688244,55.9448736688244,0
Guangdong,2007,0.46415893177007,0.5358410682299299,53.58410682299299,0
Guangdong,2008,0.455656684517663,0.5443433154823369,54.43433154823369,0
Guangdong,2009,0.475864080501677,0.524135919498323,52.41359194983231,0
Guangdong,2010,0.499462914227402,0.5005370857725979,50.05370857725979,0
Guangdong,2011,0.431548974943052,0.568451025056948,56.8451025056948,0
Guangdong,2012,0.409085857182551,0.5909141428174489,59.09141428174489,0
Guangdong,2013,0.399004482578445,0.600995517421555,60.0995517421555,0
Guangdong,2014,0.388483873400538,0.611516126599462,61.151612659946196,0
Guangdong,2015,0.371415846901484,0.628584153098516,62.8584153098516,0
Guangdong,2016,0.34979237649063,0.65020762350937,65.020762350937,0
Guangdong,2017,0.326492285409174,0.6735077145908259,67.3507714590826,1
Guangdong,2018,0.306545483536634,0.693454516463366,69.3454516463366,0
Guangdong,2019,0.315296406265998,0.684703593734002,68.4703593734002,0
Guangdong,2020,0.321682106797127,0.6783178932028731,67.8317893202873,0
