lower_threshold_percent,upper_threshold_percent,middle_vs_low_coefficient,high_vs_middle_coefficient,bootstrap_repetition
77.5,90.48,0.03585464887345622,-0.02405521139385585,75
61.040000000000006,89.33,-0.058630695791145,-0.03011821290255324,76
76.41,92.17999999999999,0.038584121430069084,-0.020561183523189974,77
77.64,94.05,0.028154922272894196,-0.028223695005593893,78
57.38999999999999,60.709999999999994,0.0505367886066093,-0.06761566098472287,79
64.94,77.82,0.026657185184399353,0.042179545497081944,80
77.4,88.05,0.04760784010252051,0.025701488112073144,81
56.97,60.809999999999995,0.016604355361322952,-0.032064742863965184,82
61.08,92.52,-0.06085271513525212,-0.028873299194188407,83
77.88000000000001,92.30000000000001,0.02950384698676827,-0.027066183912668025,84
60.96,86.94,-0.04158411213900609,-0.03288209718468957,85
61.08,84.08,-0.04909398632530269,-0.05440085926861516,86
77.66,90.42999999999999,0.02910556187784561,-0.018128400166651126,87
77.64999999999999,86.1,0.04315927571012944,-0.01701425944587603,88
81.86,90.42,-0.02389006202771639,-0.014601251907918625,89
60.940000000000005,90.60000000000001,-0.08174185916152976,-0.03941634555423627,90
66.81,89.33,-0.022259991247199455,-0.027136470238191872,91
60.81999999999999,92.31,-0.07518172469607244,-0.045917519737621815,92
84.00999999999999,90.8,-0.03421860760643947,-0.027604451803668856,93
72.06,77.75,0.016694052188148303,0.029569863550890446,94
59.699999999999996,65.14,-0.05436229850173119,-0.032261975648183866,95
77.53,87.61,0.04587540680146947,0.0199289959778311,96
60.709999999999994,77.89,-0.053853368168832245,0.04016706094791281,97
71.5,85.67,0.0420339153296789,-0.03224098360841858,98
77.7,84.35000000000001,0.024868299949622048,-0.027392279864946672,99
77.64999999999999,90.27,0.028905591331347107,-0.02606459848260481,100
61.019999999999996,89.74,-0.06817298894747938,-0.03747800001167664,101
60.650000000000006,83.93,-0.020107766901290826,-0.03902032225260029,102
71.64,77.45,0.021529395579292086,0.042018385763312315,103
77.66999999999999,94.14,0.028134855872246227,-0.017351303729921004,104
60.529999999999994,89.77000000000001,-0.05072567453146258,-0.044376568102784314,105
59.58,77.39,-0.05639111115370263,0.042677531035455914,106
77.57,92.32000000000001,0.0368002128377546,-0.029005103795117962,107
77.37,90.27,0.035606067323791984,-0.016434355482502355,108
60.81999999999999,90.4,-0.05002639000830299,-0.034693114125839086,109
77.63,89.25,0.05674461231047296,-0.02764361090929104,110
85.87,91.25999999999999,-0.03085057301419919,-0.041244219882646385,111
