lower_threshold_percent,upper_threshold_percent,middle_vs_low_coefficient,middle_vs_low_standard_error,middle_vs_low_p,high_vs_low_coefficient,high_vs_low_standard_error,high_vs_low_p,sse,low_observations,middle_observations,high_observations
69.95,77.38000000000001,0.005219976105044015,0.01205523634303924,0.6650112282555798,0.03938328892575294,0.0176109448105952,0.02533237532703965,0.11140135385233953,53,28,120
69.51,77.82,0.005219976105044015,0.01205523634303924,0.6650112282555798,0.03938328892575294,0.0176109448105952,0.02533237532703965,0.11140135385233953,53,28,120
69.95,77.82,0.005219976105044015,0.01205523634303924,0.6650112282555798,0.03938328892575294,0.0176109448105952,0.02533237532703965,0.11140135385233953,53,28,120
78.25,90.49000000000001,0.022331958457880823,0.009049193891346277,0.013593123873142307,0.004191046926186465,0.015252060781096081,0.7834809491730454,0.11141678125103807,82,68,51
61.21,77.82,0.0051115906050219935,0.008327668948817205,0.5393421480185369,0.03984091293760958,0.016543123242644654,0.016026715117937754,0.11143122416370067,31,50,120
61.21,77.38000000000001,0.0051115906050219935,0.008327668948817205,0.5393421480185369,0.03984091293760958,0.016543123242644654,0.016026715117937754,0.11143122416370067,31,50,120
68.64,77.82,0.0038660770992443726,0.011508299202472242,0.736917484323542,0.03803441844116157,0.01751403144973296,0.029881762075395966,0.11145719220637157,51,30,120
68.64,77.38000000000001,0.0038660770992443726,0.011508299202472242,0.736917484323542,0.03803441844116157,0.01751403144973296,0.029881762075395966,0.11145719220637157,51,30,120
77.38000000000001,88.3,0.03329138164637191,0.011909663396114968,0.005184753930906577,0.03066708329419721,0.01711188367725776,0.07310874525515317,0.1114577982861748,81,58,62
77.82,88.3,0.03329138164637191,0.011909663396114968,0.005184753930906577,0.03066708329419721,0.01711188367725776,0.07310874525515317,0.1114577982861748,81,58,62
77.82,94.86,0.03440842053058131,0.011764737398722256,0.0034477967658140423,0.03699603700450165,0.01407876031738051,0.008594134737465698,0.11146301124406349,81,96,24
77.38000000000001,94.86,0.03440842053058131,0.011764737398722256,0.0034477967658140423,0.03699603700450165,0.01407876031738051,0.008594134737465698,0.11146301124406349,81,96,24
63.83,77.82,-0.0031274952770048354,0.005838128000306147,0.5921647069314542,0.030537652311897916,0.014997986937029204,0.04173863387691432,0.1114660542906408,37,44,120
63.83,77.38000000000001,-0.0031274952770048354,0.005838128000306147,0.5921647069314542,0.030537652311897916,0.014997986937029204,0.04173863387691432,0.1114660542906408,37,44,120
63.4,77.82,0.00305128657066806,0.006589227276084089,0.6433127682404701,0.03752381210834265,0.016748592446275353,0.02506393774988665,0.11147569250668422,34,47,120
63.4,77.38000000000001,0.00305128657066806,0.006589227276084089,0.6433127682404701,0.03752381210834265,0.016748592446275353,0.02506393774988665,0.11147569250668422,34,47,120
62.519999999999996,77.38000000000001,0.003662091521277034,0.009063183382676853,0.6861668422455703,0.03818627582767443,0.017722633339378898,0.031188332225529067,0.11147930376783402,32,49,120
62.519999999999996,77.82,0.003662091521277034,0.009063183382676853,0.6861668422455703,0.03818627582767443,0.017722633339378898,0.031188332225529067,0.11147930376783402,32,49,120
