province,year,total_generation_billion_kwh,total_generation_billion_kwh_source_file,hydro_capacity_10k_kw,hydro_capacity_10k_kw_source_file,thermal_capacity_10k_kw,thermal_capacity_10k_kw_source_file,total_capacity_10k_kw,total_capacity_10k_kw_source_file,thermal_generation_billion_kwh,thermal_generation_billion_kwh_source_file,wind_industrial_energy_consumption_10k_tce,wind_industrial_energy_consumption_10k_tce_source_file,total_nox_10k_ton,total_nox_10k_ton_source_file,wind_generation_billion_kwh,wind_generation_billion_kwh_source_file,wind_capacity_10k_kw,wind_capacity_10k_kw_source_file,solar_capacity_10k_kw,solar_capacity_10k_kw_source_file,solar_generation_billion_kwh,solar_generation_billion_kwh_source_file,industrial_nox_10k_ton,industrial_nox_10k_ton_source_file,wind_capacity_addition_10k_kw,wind_capacity_addition_10k_kw_source_file,wind_total_energy_consumption_10k_tce,wind_total_energy_consumption_10k_tce_source_file,wind_coal_share_energy_consumption_pct,wind_coal_share_energy_consumption_pct_source_file,total_pm_10k_ton,total_pm_10k_ton_source_file
Shanghai,2015,79.2696931,数据模板命名.csv,,,2261,数据模板命名.csv,2344,数据模板命名.csv,78.51842,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,30.06,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,0.48,数据模板命名.csv,61.11,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,21.11,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,11387.44,上海_能源消费总量.csv,,,,
Shanghai,2016,80.72894,数据模板命名.csv,,,2264,数据模板命名.csv,2371,数据模板命名.csv,80.01,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,16.63,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,0.14,数据模板命名.csv,71,数据模板命名.csv,35.3,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.1,数据模板命名.csv,,,,,11712.39,上海_能源消费总量.csv,,,,
Shanghai,2017,85.2,数据模板命名.csv,,,2271,数据模板命名.csv,2400,数据模板命名.csv,82.28,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,22.19,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,1.499,数据模板命名.csv,71,数据模板命名.csv,57.81,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.056,数据模板命名.csv,,,,,11858.96,上海_能源消费总量.csv,,,,
Shanghai,2018,84.8,数据模板命名.csv,,,2365,数据模板命名.csv,2525,数据模板命名.csv,81.35,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,1.773,数据模板命名.csv,71,数据模板命名.csv,88.59,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.606,数据模板命名.csv,,,,,11453.73,上海_能源消费总量.csv,,,,
Shanghai,2019,82.2,数据模板命名.csv,,,2475,数据模板命名.csv,2664,数据模板命名.csv,78.32,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,15.16,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,1.691,数据模板命名.csv,81,数据模板命名.csv,108.58,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.777,数据模板命名.csv,,,,,11696.46,上海_能源消费总量.csv,,,,
Shanghai,2020,86.2,数据模板命名.csv,,,2450,数据模板命名.csv,2669,数据模板命名.csv,80.37,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,15.98,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,1.893,数据模板命名.csv,82,数据模板命名.csv,136.64,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.983,数据模板命名.csv,,,82,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanghai,2021,100.306,数据模板命名.csv,,,2510,数据模板命名.csv,2786,数据模板命名.csv,93.81,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,13.57,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,1.834,数据模板命名.csv,107,数据模板命名.csv,144.2,数据模板命名.csv,1.535,数据模板命名.csv,,,140.8,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanghai,2022,95.497,数据模板命名.csv,,,2528,数据模板命名.csv,2830,数据模板命名.csv,87.93,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,12.55,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,2.456,数据模板命名.csv,107,数据模板命名.csv,170.9,数据模板命名.csv,1.782,数据模板命名.csv,,,140.8,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanghai,2023,100.6633778,数据模板命名.csv,,,2557,数据模板命名.csv,2954,数据模板命名.csv,92.64,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,12.8737,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,2.406,数据模板命名.csv,107,数据模板命名.csv,249.6,数据模板命名.csv,2.345,数据模板命名.csv,,,141.6,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanghai,2024,107.801725,数据模板命名.csv,,,2542,数据模板命名.csv,3060,数据模板命名.csv,98.4,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,2.47,数据模板命名.csv,107,数据模板命名.csv,371.6,数据模板命名.csv,0.83301,数据模板命名.csv,,,,,,,,,,
Shanghai,2025,100.09,数据模板命名.csv,,,,,,,95.83,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,2.62,数据模板命名.csv,,,563.2,数据模板命名.csv,1.62293,数据模板命名.csv,,,,,,,,,,
Shanghai,2026,8.39,数据模板命名.csv,,,,,,,23.89,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,0.79,数据模板命名.csv,,,,,0.32,数据模板命名.csv,,,,,,,,,,
Shanxi,1949,0.044,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1950,0.054,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1951,0.069,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1952,0.153,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1953,0.194,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1954,0.259,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1955,0.347,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1956,0.478,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1957,0.572,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1958,0.942,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1959,1.485,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1960,2.184,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1961,1.869,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1962,1.799,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1963,1.877,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1964,2.1,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1965,2.57,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1966,3.089,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1967,2.984,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1968,2.308,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1969,3.07,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1970,4.205,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1971,4.983,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1972,5.783,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1973,6.622,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1974,6.871,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1975,7.785,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1976,7.583,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1977,8.829,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1978,10.663,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1979,11.41,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1980,12.024,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1981,12.457,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1982,13.692,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1983,15.127,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1984,16.753,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1985,18.459,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1986,22.002,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1987,26.342,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1988,27.774,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1989,30.313,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1990,31.416,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1991,34.138,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1992,38.417,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1993,41.782,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1994,45.7,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1995,50.59667,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1996,52.689,数据模板命名.csv,25.91,数据模板命名.csv,934.77,数据模板命名.csv,960.68,数据模板命名.csv,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1997,54.602,数据模板命名.csv,25.9,数据模板命名.csv,968.42,数据模板命名.csv,994.32,数据模板命名.csv,54.028,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1998,55.403,数据模板命名.csv,43.79,数据模板命名.csv,1052.81,数据模板命名.csv,1096.61,数据模板命名.csv,54.802,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,1999,56.983,数据模板命名.csv,61.78,数据模板命名.csv,1102.91,数据模板命名.csv,1164.7,数据模板命名.csv,55.845,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2000,62.031,数据模板命名.csv,97.77,数据模板命名.csv,1177.08,数据模板命名.csv,1274.85,数据模板命名.csv,60.727,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2001,71.033,数据模板命名.csv,79.59,数据模板命名.csv,1341.59,数据模板命名.csv,1421.18,数据模板命名.csv,69.114,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2002,84.201,数据模板命名.csv,79.53,数据模板命名.csv,1432.78,数据模板命名.csv,1512.31,数据模板命名.csv,82.318,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2003,96.501,数据模板命名.csv,,,,,1583.15,数据模板命名.csv,93.562,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2004,107.899,数据模板命名.csv,78.73,数据模板命名.csv,1769.33,数据模板命名.csv,1848.05,数据模板命名.csv,103.007,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2005,131.197,数据模板命名.csv,,,,,2307.48,数据模板命名.csv,125.282,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2006,152.637,数据模板命名.csv,79,数据模板命名.csv,2666.1,数据模板命名.csv,2745.1,数据模板命名.csv,144.404,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2007,176.05,数据模板命名.csv,79,数据模板命名.csv,3095,数据模板命名.csv,3174,数据模板命名.csv,171.144,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2008,179.378,数据模板命名.csv,79,数据模板命名.csv,3525,数据模板命名.csv,3604,数据模板命名.csv,176.825,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2009,187.38,数据模板命名.csv,161,数据模板命名.csv,3915,数据模板命名.csv,4088,数据模板命名.csv,184.120108,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2010,215.1,数据模板命名.csv,182,数据模板命名.csv,4210,数据模板命名.csv,4429,数据模板命名.csv,208.3692486,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,,,,,,,,,,,,,,,,,,
Shanxi,2011,234.397,数据模板命名.csv,243,数据模板命名.csv,4651,数据模板命名.csv,4987,数据模板命名.csv,225.9816701,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,128.6,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,,
Shanxi,2012,254.591,数据模板命名.csv,243,数据模板命名.csv,5011,数据模板命名.csv,5455,数据模板命名.csv,239.6415242,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,124.4,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,,,,,,,,,,,,,,,,,,
Shanxi,2013,264.11071,数据模板命名.csv,243,数据模板命名.csv,5205,数据模板命名.csv,5767,数据模板命名.csv,252.489,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,115.78,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,4.17,数据模板命名.csv,,,,,,,,,,,,,,,,
Shanxi,2014,267.9134295,数据模板命名.csv,244,数据模板命名.csv,5564,数据模板命名.csv,6304,数据模板命名.csv,254.316,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,106.99,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,5.14,数据模板命名.csv,455.15,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,41.33,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,,,,,,
Shanxi,2015,244.9267727,数据模板命名.csv,244,数据模板命名.csv,5940,数据模板命名.csv,6966,数据模板命名.csv,231.28822,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,93.08,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,8.06,数据模板命名.csv,668.88,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,113.39,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,,,,,,,
Shanxi,2016,253.50775,数据模板命名.csv,244,数据模板命名.csv,6329,数据模板命名.csv,7640,数据模板命名.csv,235.42,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,67.28,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,0.135,数据模板命名.csv,771,数据模板命名.csv,296.83,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,0.27,数据模板命名.csv,,,,,,,,,,
Shanxi,2017,286.1,数据模板命名.csv,244,数据模板命名.csv,6366,数据模板命名.csv,8073,数据模板命名.csv,257.26,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,77.83,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,16.432,数据模板命名.csv,872,数据模板命名.csv,590.38,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,4.725,数据模板命名.csv,,,,,,,,,,
Shanxi,2018,320.3,数据模板命名.csv,223,数据模板命名.csv,6628,数据模板命名.csv,8758,数据模板命名.csv,278.75,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,21.213,数据模板命名.csv,1043,数据模板命名.csv,864.11,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,9.405,数据模板命名.csv,,,,,,,,,,
Shanxi,2019,336.2,数据模板命名.csv,223,数据模板命名.csv,6687,数据模板命名.csv,9249,数据模板命名.csv,293.05,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,57.63,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,22.43,数据模板命名.csv,1251,数据模板命名.csv,1087.77,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,12.75,数据模板命名.csv,,,,,,,,,,
Shanxi,2020,350.4,数据模板命名.csv,223,数据模板命名.csv,6878,数据模板命名.csv,10383,数据模板命名.csv,301.91,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,56.34,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,26.566,数据模板命名.csv,1974,数据模板命名.csv,1308.66,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,15.863,数据模板命名.csv,,,500,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanxi,2021,392.616,数据模板命名.csv,224,数据模板命名.csv,7533,数据模板命名.csv,11338,数据模板命名.csv,320.57,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,42.83,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,46.911,数据模板命名.csv,2123,数据模板命名.csv,355.9,数据模板命名.csv,18.95,数据模板命名.csv,,,201,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanxi,2022,429.879,数据模板命名.csv,224,数据模板命名.csv,7842,数据模板命名.csv,12080,数据模板命名.csv,356.22,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,38.72,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,46.642,数据模板命名.csv,2318,数据模板命名.csv,438.7,数据模板命名.csv,21.911,数据模板命名.csv,,,194.7,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanxi,2023,457.2792879,数据模板命名.csv,225.1,数据模板命名.csv,8010.7,数据模板命名.csv,13226,数据模板命名.csv,370.41,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,48.9953,https___wx.wind.com.cn_weaver_files_019e39c0-8200-705a-8378-ca980c063b7d_dataquery_1779085378_gteFX1_Step1.csv.xlsx,54.237,数据模板命名.csv,2499.7,数据模板命名.csv,666.4,数据模板命名.csv,27.494,数据模板命名.csv,,,189.2,https___wx.wind.com.cn_weaver_files_019e3a0e-9175-7db7-8d0f-79b82f8cec50_dataquery_1779090493_i3ZSbn_Step1.csv.xlsx,,,,,,
Shanxi,2024,462.949146,数据模板命名.csv,225.6,数据模板命名.csv,8197.7,数据模板命名.csv,14516.6,数据模板命名.csv,367.11,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,47.82,数据模板命名.csv,2616.5,数据模板命名.csv,975.9,数据模板命名.csv,19.19824,数据模板命名.csv,,,,,,,,,,
Shanxi,2025,440.58,数据模板命名.csv,,,,,,,354.58,https___wx.wind.com.cn_weaver_files_019e3a0d-1d23-7d44-b8db-1255a69c8070_dataquery_1779090398_oNMQJt_Step2.csv.xlsx,,,,,55.58,数据模板命名.csv,,,1514.1,数据模板命名.csv,25.87482,数据模板命名.csv,,,,,,,,,,
