province,year,coal_available_total,coal_primary_production,coal_thermal_power_input,coal_terminal,coal_terminal_10k_tce_approx,coal_terminal_industry,oil_available_total,oil_thermal_power_input,oil_terminal_industry,oil_terminal,oil_terminal_10k_tce_approx,lpg_terminal,lpg_terminal_10k_tce_approx,lpg_terminal_industry,electricity_available_total,electricity_primary_production,electricity_thermal_power_input,electricity_terminal,electricity_terminal_10k_tce_approx,electricity_terminal_industry,energy5_terminal_10k_tce_approx,coal_share_energy5_terminal_approx,coal_primary_production_10k_ton,lpg_available_total,oil_primary_production,coal_consumption,coal_consumption_10k_tce_approx,oil_consumption,oil_consumption_10k_tce_approx,lpg_consumption,lpg_consumption_10k_tce_approx,gas_consumption,gas_consumption_10k_tce_approx,gas_terminal,gas_terminal_10k_tce_approx,gas_terminal_industry,electricity_consumption,electricity_consumption_10k_tce_approx,energy5_consumption_10k_tce_approx,coal_share_energy5_consumption_approx,coal_consumption_10k_ton,gas_available_total,gas_thermal_power_input,gas_primary_production,lpg_thermal_power_input,lpg_primary_production
Jiangsu,2019,249020.5,11027.4,-152963.9,33943.1,2424.555633,33430.3,32860.2,-57.3,7204.7,30443.1,4349.101266,865.2,148.321236,452.5,179555,69765,446881,607683,7468.42407,426582,16368.2452,0.1481255689,1102.74,-1278.7,1514.4,249020.5,17787.53432,32860.2,4694.408172,867.6,148.732668,28196,3750.068,14871,1977.843,9884,626436,7698.89844,34079.6416,0.5219401814,24902.05,28206,-11149,1219,,
Jiangsu,2020,241417.4,10222.8,-148475.8,33001.9,2357.325717,32531.6,32498.6,-47.8,6430.9,30254.5,4322.15787,801.5,137.401145,404.6,193979,78362,443392,618517,7601.57393,433456,16675.86766,0.141361503,1022.28,-958.6,1520.5,241417.4,17244.44488,32498.6,4642.749996,801.5,137.401145,27332,3635.156,16973,2257.409,11979,637371,7833.28959,33493.04161,0.5148664932,24141.74,27333,-8108,424,,
Jiangsu,2021,264182.9,9343.4,-170716.5,30962.8,2211.672804,30517.3,32145.2,-57.2,7355.6,30640.2,4377.258972,869.7,149.092671,457.9,225985,112758,484131,689322,8471.76738,477205,17702.47783,0.124935776,934.34,-945.2,1513.2,264182.9,18870.58455,32145.2,4592.263272,869.7,149.092671,29582,3934.406,18742,2492.686,13729,710116,8727.32564,36273.67213,0.520228128,26418.29,29591,-8081,94,,
Jiangsu,2022,270714.8,9640.9,-173758.1,31590.9,2256.537987,31155.4,31185.7,-15.9,7761.4,30246.6,4321.029276,803.9,137.812577,372.2,264686,132463,475269,719484,8842.45836,485848,18117.4232,0.1245507135,964.09,-931,1529.1,270714.8,19337.15816,31185.7,4455.189102,803.9,137.812577,30534,4061.022,19245,2559.585,14270,739955,9094.04695,37085.22879,0.5214248042,27071.48,30552,-8332,85,,
Jiangxi,1995,30804,28779,-8718.5,17156.5,1225.488795,13078.5,1683,-90.7,736.9,1464.5,209.21847,68.9,11.811527,3.3,5988,5513,12135,16611,204.14919,11854,1650.667982,0.7424199223,2877.9,-0.5,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,1996,26573.5,24377.2,-9213.7,14470.4,1033.620672,11062.1,1815.7,-61.2,864.8,1614.6,230.661756,69.1,11.845813,3.1,5391,4698,13631,17612,216.45148,12811,1492.579721,0.692506174,2437.72,-12,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,1997,26444.9,20644.2,-7475,15156.4,1082.621652,11614.5,1936.6,-66,867.7,1712.8,244.690608,94.6,16.217278,3,6678,6052,11930,17249,211.99021,12413,1555.519748,0.695987083,2064.42,-1.5,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,1998,23211.9,21074.6,-6957.4,13233,945.23319,10631.8,2291,-74.1,804,2103.1,300.448866,179,30.68597,,6696,6040,12104,17544,215.61576,12173,1491.983786,0.6335411945,2107.46,76.9,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,1999,21061.8,17307.3,-7087.4,12058.9,861.367227,9954,2621.1,-100.7,615,2094.9,299.277414,200.3,34.337429,4.3,5919,5308,13472,18086,222.27694,12445,1417.25901,0.6077698014,1730.73,-0.4,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2000,22458.4,18137.6,-9062.1,10766.6,769.058238,8718.1,2611.3,-115.6,545.8,2168.8,309.834768,210.4,36.068872,6.4,6058,5350,14881,19721,242.37109,13734,1357.332968,0.5665951216,1813.76,1.7,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2001,23135.3,15174.5,-9916.9,11968.1,854.881383,9188.6,2964.3,-65.6,658.9,2586.1,369.450246,245.6,42.103208,11.6,6038,5425,16191,20609,253.28461,14087,1519.719447,0.5625257903,1517.45,56.5,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2002,26100.5,13750.4,-10690.1,10703.3,764.536719,7503.8,3929.5,-18.2,765.5,3647.8,521.124708,545.2,93.463636,6.5,6008,6151,18648,22769,279.83101,15748,1658.956073,0.4608541067,1375.04,367.9,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2003,32436.6,14516.6,-14294.4,11650.3,832.180929,8243.5,4659.2,-27,985.5,4545.4,649.355844,538.4,92.297912,11.4,2623,4764,27330,27694,340.35926,18346,1914.193945,0.434742222,1451.66,340.5,,,,,,,,,,,,,,,,,,,,,,
Jiangxi,2004,39258.1,23717.6,-19127.7,12743.5,910.268205,10346.3,4034.5,-46.3,1042.5,3831.9,547.425234,338,57.94334,30.4,8576,8473,30344,35708,438.85132,25240,1954.488099,0.4657322833,2371.76,118.9,,39439.1,2817.134913,3980,568.5828,338,57.94334,,,,,,38920,478.3268,3921.987853,0.7182926155,3943.91,,,,,
Jiangxi,2005,42248.4,25650.5,-18693.1,15089.4,1077.835842,12291,5102,-26.5,897.4,4749.6,678.527856,293.2,50.263276,21.7,10837,8988,30561,37814,464.73406,25476,2272.824034,0.4742275803,2565.05,24.2,,42429,3030.70347,5112.9,730.428894,293.2,50.263276,11,1.463,11,1.463,1,41398,508.78142,4321.64006,0.7012854907,4242.9,11,,,,
Jiangxi,2006,45936.7,27834.2,-19305.3,16234,1159.59462,13671.8,5447.3,-22.8,1205.8,5272.6,753.243636,339.2,58.149056,37.5,10582,9540,34746,41623,511.54667,27929,2491.577982,0.4654057101,2783.42,86.5,,45922.6,3280.251318,5447.3,778.201278,339.2,58.149056,68,9.044,68,9.044,21,45328,557.08112,4682.726772,0.7005002593,4592.26,68,,23,,
Jiangxi,2007,51708.8,29972.4,-22006.1,17455.6,1246.853508,14895.8,5440.4,-28.3,1346.1,5240.2,748.614972,414.3,71.023449,46.2,9474,7790,42135,47360,582.0544,31991,2662.378329,0.4683231885,2997.24,171.8,,51699.9,3692.923857,5440.4,777.215544,414.3,71.023449,104,13.832,104,13.832,40,51609,634.27461,5189.26946,0.7116461933,5169.99,104,,44,,
Jiangxi,2008,52674.5,31523.6,-21371.2,20215.8,1444.014594,17824.2,5546.2,-11.6,1367.6,5240.4,748.643544,461.7,79.149231,58.3,13805,8449,40872,50144,616.26976,33300,2921.327129,0.494300888,3152.36,210.5,,52674.5,3762.539535,5546.2,792.330132,461.7,79.149231,250,33.25,250,33.25,152,54677,671.98033,5339.249228,0.7046944944,5267.45,250,,28,,
Jiangxi,2009,53561.1,34140,-21843.1,19533.2,1395.256476,16990.6,5434.4,-9.6,1260.9,5258,751.15788,483.5,82.886405,65.6,16141,7662,44781,56133,689.87457,36873,2953.489331,0.4724095196,3414,256,,53561.1,3825.869373,5434.9,776.429814,483.5,82.886405,258,34.314,258,34.314,153,60922,748.73138,5468.230972,0.6996539452,5356.11,258,,32,,
Jiangxi,2010,62462.4,29122.2,-26483.1,22726.2,1623.332466,20155.6,7138.9,-8.6,2279.4,7076.57,1010.95879,589.6,101.075128,101.4,15076,8784,54975,64814,796.56406,44435,3583.002444,0.4530648503,2912.22,346.9,,62462.4,4461.689232,7138.87,1019.858968,589.6,101.075128,384,51.072,384,51.072,177,70051,860.92679,6494.622118,0.686982114,6246.24,384,,33,,
Jiangxi,2011,69884.1,32368.4,-30805.1,25033.4,1788.135762,22980.4,7273.2,-5,1940.4,7212.3,1030.349178,534.7,91.663621,69.5,17664,8376,65846,78091,959.73839,54185,3927.741951,0.4552579534,3236.84,322,,69884.1,4991.821263,7273.2,1039.049352,534.7,91.663621,473,62.909,435,57.855,253,83510,1026.3379,7211.781136,0.6921759228,6988.41,473,-38,138,,
Jiangxi,2012,68018.5,29500,-26494.7,27090.9,1935.102987,25153.9,7798.2,-3.3,2157.2,7729.5,1104.23637,434.1,74.417763,46,25771,14962,60996,81157,997.41953,53952,4223.42865,0.4581829474,2950,172.3,,68018.5,4858.561455,7798.2,1114.050852,434.1,74.417763,874,116.242,844,112.252,550,86767,1066.36643,7229.6385,0.6720338029,6801.85,874,-11,91,,
Jiangxi,2013,72546.9,29857.2,-30323.2,27075.1,1933.974393,24920.1,9191.2,-14.6,2463.3,9099.6,1299.968856,485.1,83.160693,41.7,20181,13010,74530,88445,1086.98905,57925,4560.766992,0.4240458669,2985.72,170.6,,72546.9,5182.025067,9191.2,1313.054832,485.1,83.160693,1207,160.531,1178,156.674,824,94711.46,1164.003843,7902.775435,0.6557221712,7254.69,1207,-9,145,,
Jiangxi,2014,74773.1,28137,-28787.9,29814.4,2129.642592,27489.4,9406.6,-42.3,2270.6,9273.5,1324.81221,568.8,97.509384,38.7,28552,14030,73300,95416,1172.66264,63231,4906.171826,0.4340741962,2813.7,303.8,,74773.1,5341.042533,9406.6,1343.826876,568.8,97.509384,1380,183.54,1365,181.545,933,101852,1251.76108,8217.679873,0.6499453149,7477.31,1380,-7,40,,
Jiangxi,2015,76982.4,22707,-30018.1,32326.4,2309.074752,29921.4,10179.7,-27.9,2276.6,10026.2,1432.342932,605.2,103.749436,38,30678,20158,78047,102206,1256.11174,66474,5306.09886,0.4351737148,2270.7,283.4,,76982.4,5498.852832,10179.7,1454.271942,605.2,103.749436,1667,221.711,1540,204.82,1029,108725,1336.23025,8614.81546,0.6383018716,7698.24,1667,-118,35,,
Jiangxi,2016,76175.9,15568,-31133.2,32285.2,2306.131836,29790.2,10482.9,-16.2,2201.1,10180.9,1454.443374,624.8,107.109464,19.5,32550,22840,85700,111679,1372.53491,70645,5470.841584,0.4215314592,1556.8,204.6,,76175.9,5441.244537,10482.9,1497.587094,624.8,107.109464,1862,247.646,1734,230.622,1185,118250,1453.2925,8746.879595,0.6220783627,7617.59,1862,-103,20,,
Jiangxi,2017,77613,9389.2,-35068.9,32550.1,2325.053643,29880.1,10959.1,-4.6,2349.9,10707,1529.60202,642.6,110.160918,9.1,35456,21841,93942,121979,1499.12191,76647,5717.303491,0.4066696209,938.92,236.5,,77613,5543.89659,10959.1,1565.617026,642.6,110.160918,2067,274.911,1905,253.365,945,129398,1590.30142,9084.886954,0.6102328645,7761.3,2067,-115,21,,
Jiangxi,2018,78777.7,5506.2,-40057.5,28343.8,2024.597634,24778.8,11999.9,-11,2241.3,11711.6,1673.119176,787.5,135.001125,7.7,35537,20490,107340,135244,1662.14876,82773,5807.549695,0.3486147757,550.62,359.4,,78777.7,5627.091111,11999.9,1714.305714,787.5,135.001125,2495,331.835,2351,312.683,1091,142877,1755.95833,9564.19128,0.5883499134,7877.77,2495,-106,17,,
Jiangxi,2019,79959.4,5036.1,-41007,27662.3,1975.918089,24410.9,12572,-11,2008.4,12254.3,1750.649298,821.2,140.778316,6.6,43474,27494,110096,146333,1798.43257,87904,5988.170273,0.3299702578,503.61,394.2,,79959.4,5711.499942,12572.1,1796.050206,821.2,140.778316,2556,339.948,2424,322.392,1353,153570,1887.3753,9875.651764,0.5783415696,7995.94,2556,-93,3,,
Jiangxi,2020,79765.7,3144.6,41488.2,25673.9,1833.886677,22517.8,11436.1,-36.8,1150.8,11251.3,1607.360718,798,136.80114,5.1,45944,27732,116739,156683,1925.63407,95978,5842.034605,0.313912327,314.46,359.1,,79765.7,5697.663951,11436,1633.74696,798,136.80114,2620,348.46,2544,338.352,1514,162683,1999.37407,9816.046121,0.5804438855,7976.57,2620,-58,,,
Jiangxi,2021,80571,2372.2,-43597.7,23636.9,1688.383767,20661.8,10555.6,-21.5,1116.4,10450.4,1492.944144,677.7,116.178111,5.2,61870,31945,124382,180069,2213.04801,105923,5963.020032,0.2831423939,237.22,250.9,,80571,5755.18653,10555.6,1507.973016,677.7,116.178111,3525,468.825,3402,452.466,2200,186252,2289.03708,10137.19974,0.5677294203,8057.1,3525,-109,,,
Jiangxi,2022,84774.3,2157.5,-47354.1,22406.4,1600.489152,19581.4,10129.8,-13.9,1414.6,10373.3,1481.929638,695.7,119.263851,41.7,65035,39242,133263,191859,2357.94711,115066,6072.743751,0.2635528877,215.75,212.8,,84774.3,6055.428249,10129.8,1447.143228,695.7,119.263851,3903,519.099,3858,513.114,2176,198298,2437.08242,10578.01675,0.5724540236,8477.43,3903,-21,,,
Jilin,1995,48469.6,26420.2,-14356.4,26950.5,1925.074215,19188.9,3895.1,-225.5,2011.1,3291.4,470.209404,193.2,33.120276,30.9,6684,8316,20076,25862,317.84398,20053,2767.527875,0.6955934328,2642.02,54.8,3427.3,,,,,,,,,160,21.28,160,,,,,,183,-15,183,,
Jilin,1996,51400.4,25996.4,-16129.5,28452.4,2032.354932,21134.8,4043,-102,1920.8,3340.9,477.280974,194.4,33.325992,9,4462,6091,22893,25174,309.38846,18669,2875.891358,0.7066869638,2599.64,31.2,3736,,,,,,,,,177,23.541,144,,,,,,210,-24,210,,
Jilin,1997,50025.1,26768.5,-16165.4,26034.3,1859.630049,19193.5,4839.9,-167.6,2123.2,3682.5,526.08195,261.9,44.897517,52.7,4843,4067,23937,26285,323.04265,18310,2785.838166,0.6675298198,2676.85,32.8,4051,,,,,,,,,242,32.186,237,,,,,,295,-25,295,,
Jilin,1998,41735.8,21304.2,-15459.6,18506.2,1321.897866,11675.8,5538.8,-79.5,3322.7,4909.6,701.385456,217.1,37.217453,24.4,3981,4021,23077,24656,303.02224,17539,2400.896015,0.5505852222,2130.42,64.2,3970.7,,,,,,,-38,-5.054,281,37.373,262,,,-5.054,,,284,-21,284,,
Jilin,1999,42421.8,19276.4,-17295.6,17265.3,1233.260379,10813.4,4822.7,-212.5,2374.4,4015.2,573.611472,240,41.1432,24.3,4081,4489,25465,26561,326.43469,18717,2209.428741,0.5581806537,1927.64,21.4,3580.2,,,,,,,,,263,34.979,263,,,,,,304,-15,304,,
Jilin,2000,42127,18003.8,-15133.6,18851.4,1346.555502,12643,4712.5,-45,2254.4,3990.6,570.097116,237.4,40.697482,1.8,4817,4784,25240,27423,337.02867,18771,2326.83077,0.5787079659,1800.38,17.5,3484.6,,,,,,,,,244,32.452,244,,,,,,298,-3,298,,
Jilin,2001,44842,17590,-17873.8,18633.3,1330.976619,12262.2,4721.2,-35.9,2166.5,3993.1,570.454266,268.7,46.063241,27.5,5016,5762,27320,29962,368.23298,20482,2348.046106,0.5668443288,1759,52.5,3888.3,,,,,,,,,243,32.319,243,,,,,,302,-15,302,,
Jilin,2002,46639.2,18167.5,-19426.2,18744,1338.88392,11996,5105,-27.5,2310.3,4274.7,610.683642,280.1,48.017543,29.2,4281,5027,30173,32080,394.2632,20564,2429.753305,0.5510369786,1816.75,18.2,4217.8,,,,,,,,,285,37.905,285,,,,,,302,-2,240,,
Jilin,2003,52020.5,22553.6,-20225.6,21057.9,1504.165797,13667,6088.5,-10.4,3519.3,5608.8,801.273168,322.4,55.269032,25.3,6339,3751,29601,33552,412.35408,21030,2811.765077,0.5349542923,2255.36,4.6,4764,,,,,,,,,291,38.703,291,,,,,,308,-4,232,,
Jilin,2004,57150.2,25899.7,-23262.1,21713.6,1551.002448,14227.1,5826.6,-29.4,3300.5,5444.5,777.80127,327.3,56.109039,19.9,5194,5833,33112,38279,470.44891,25449,2907.231667,0.5334980578,2589.97,6,4811.1,57150.2,4082.238786,5826.8,832.416648,327.3,56.109039,400,53.2,390,51.87,390,38306,470.78074,5494.745213,0.7429350457,5715.02,400,-3,344,,
Jilin,2005,68023.9,27151.1,-24653.9,26314.6,1879.651878,17103.1,8725.9,-39.4,4431.9,8426.8,1203.852648,556,95.31508,108.3,2370,7890,35453,37823,464.84467,26197,3714.154276,0.5060780297,2715.11,154.3,5505.7,68024.8,4859.011464,8726.2,1246.624932,556,95.31508,618,82.194,530,70.49,469,37823,464.84467,6747.990146,0.7200679549,6802.48,618,-84,540,,
Jilin,2006,75488.1,29893,-27560.7,33146.1,2367.625923,23165.2,10089.8,-8.4,5194.55,9844.05,1406.320983,557.9,95.640797,128.7,1136,5452,40109,41245,506.90105,28730,4446.978753,0.5324122409,2989.3,284.9,6215.7,75488.3,5392.129269,10090.05,1441.464543,557.9,95.640797,600,79.8,530,70.49,470,41245,506.90105,7515.935659,0.7174262146,7548.83,600,-19,241,,
Jilin,2007,78466,33541.8,-28899.7,33816,2415.47688,24280.5,11773.5,-8.4,5993.81,11595.41,1656.520273,564.6,96.789378,125.2,2604,6443,43660,46264,568.58456,32747,4814.511091,0.5017076157,3354.18,275.5,6215.7,78465.6,5604.797808,11773.71,1681.992211,564.6,96.789378,647,86.051,580,77.14,536,46264,568.58456,8038.214957,0.6972689631,7846.56,647,-2,241,,
Jilin,2008,83673.6,39395.3,-33047.4,32076.37331,2291.215346,25160.50902,8322.9,-21.3,4633.8,8634.6,1233.538956,278.7,47.777541,119.3,3636,6562,46013,49649,610.18621,34809,4349.766053,0.5267445003,3939.53,-31.3,6756.1,83674.17331,5976.8462,8323.1,1189.038066,278.7,47.777541,1383,183.939,1256,167.048,581,49649,610.18621,8007.787017,0.7463792665,8367.417331,1383,-39,720,,
Jilin,2009,85889.1,44947.6,-30187.6,34620.7,2472.956601,27634.5,8453.9,-12.1,4085.1,8335.5,1190.80953,262.2,44.948946,6,4932,8478,46593,51525,633.24225,35174,4513.926327,0.547850457,4494.76,3.1,6314.1,85889.1,6135.058413,8453.9,1207.724154,262.2,44.948946,1666,221.578,1293,171.969,617,51525,633.24225,8242.551763,0.7443154243,8588.91,1666,-197,1666,,
Jilin,2010,95826.6,52389.9,-30373.6,39094.7,2792.534421,31153.7,9941.2,-18.8,4446.4,9243.3,1320.497838,352.3,60.394789,1.7,5517,13642,52180,57697,709.09613,39676,5113.943178,0.5460628567,5238.99,0.1,7023.3,95826.6,6844.894038,9941.2,1420.199832,352.3,60.394789,2201,292.733,1740,231.42,808,57697,709.09613,9327.317789,0.7338544899,9582.66,2201,-211,1750,,
Jilin,2011,110352.9,53932.4,-37187.8,45664.4,3261.808092,37651.1,10791.5,-15.2,4734.5,10045.3,1435.071558,455.6,78.103508,4.4,3908,11388,59149,63015,774.45435,43137,5744.947508,0.5677698686,5393.24,-0.4,7416.8,110352.9,7882.507647,10791.5,1541.67369,455.6,78.103508,1931,256.823,1470,195.51,932,63057,774.97053,10534.07838,0.7482864059,11035.29,1931,-199,1931,,
Jilin,2012,110826.7,63364.6,-36933.2,44979.2,3212.864256,37481.3,10022,-11.9,3946.9,9366.4,1338.083904,202.4,34.697432,4.7,18735,12337,59827,78705,967.28445,58364,5789.803042,0.5549177118,6336.46,-197.8,8103.7,110826.7,7916.351181,10022,1431.74292,202.4,34.697432,2270,301.91,1781,236.873,1180,78705,967.28445,10651.98598,0.7431807734,11082.67,2270,-202,2270,,
Jilin,2013,105955.5,30597,-36544.4,42399,3028.56057,28671.6,10328.5,-8.1,4869.8,9645.5,1377.95613,444.3,76.166349,251.3,5342,17260,60610,65952,810.55008,44394,5552.849129,0.5454066011,3059.7,2.1,7037,104137.4,7438.534482,10198.5,1456.95771,444.3,76.166349,2390,317.87,1952,259.616,1716,65952,810.55008,10100.07862,0.7364828296,10413.74,2390,-179,2390,,
Jilin,2014,103793.4,31002,-38313.8,41421.1,2958.709173,27805.2,10135,-4.6,4505.7,9603.9,1372.013154,480.2,82.320686,285.9,5491,14500,62670,66781,820.73849,44061,5491.934503,0.5387371556,3100.2,4.2,6639.3,103793.4,7413.962562,10135,1447.8861,480.2,82.320686,2233,296.989,1941,258.153,1689,66781,820.73849,10061.89684,0.7368354776,10379.34,2233,-131,2230,,
Jilin,2015,98053.1,26344.4,-35199.8,38713.99,2765.340306,23104.9,9495.6,-3.7,4109.2,8970.4,1281.511344,468.2,80.263526,226.2,6212,11463,58983,65196,801.25884,40993,5186.660016,0.5331639817,2634.44,0.6,6654.8,98053.09,7003.932219,9495.6,1356.541416,468.2,80.263526,2115.164,281.316812,1942,258.286,1577,65196,801.25884,9523.312813,0.7354512402,9805.309,2132,-82,2032,,
Jilin,2016,94168.4,16841,-33438.8,36573.2,2612.423676,21391.1,9738.7,-18.2,4599,9410.4,1344.369744,489.8,83.966414,233.7,9263,16800,59230,63821,784.36009,37671,5094.444924,0.5127984923,1684.1,5.2,6107,94168.4,6726.448812,9738.7,1391.270682,489.8,83.966414,2119.004,281.827532,2025,269.325,1614,66763,820.51727,9304.03071,0.7229607276,9416.84,2180,-19,1980,,
Jilin,2017,93545.4,16387.7,-38351.1,29180.8,2084.384544,17091.8,10462,-22.6,4554.7,9847.7,1406.842422,427.2,73.234896,213.5,6012,15748,64285,67166,825.47014,39366,4703.413002,0.4431642603,1638.77,-16.7,4209.4,93545.4,6681.947922,10462,1494.60132,427.2,73.234896,2416.48,321.39184,2357,313.481,1407,70297,863.95013,9435.126108,0.708199111,9354.54,2491,-3,1858,,
Jilin,2018,85531.8,16198.4,-38517.9,16965.8,1211.867094,13154.2,10159.8,-18.6,4054.6,9653.7,1379.127582,365.1,62.589093,86.8,8698,20780,66358,70637,868.12873,40412,3901.161499,0.3106426366,1619.84,-1.8,3874,85531.8,6109.536474,10159.8,1451.429028,365.1,62.589093,2919,388.227,2853,379.449,1238,75057,922.45053,8934.232125,0.6838345354,8553.18,2983,-1,1830,,
Jilin,2019,87306.5,12556,-40258.1,17280.7,1234.360401,13309.4,10114.1,-27.1,4039.3,9508.3,1358.355738,269.6,46.217528,60.7,7532,22114,70504,73232,900.02128,41203,3909.625947,0.3157234011,1255.6,-13.3,3857,87306.5,6236.303295,10114.1,1444.900326,269.6,46.217528,2887,383.971,2787,370.671,1244,78037,959.07473,9070.466879,0.6875393933,8730.65,3079,-2,2001,,
Jilin,2020,84891.9,10401.6,-39519.4,13592.9,970.940847,10477.1,9927.4,-25.1,4093.2,9381.6,1340.255376,208.3,35.708869,12.4,5519,26862,75021,75628,929.46812,41960,3685.082212,0.2634787479,1040.16,27.1,4044.1,84891.9,6063.828417,9927.4,1418.228364,260.9,44.726087,3167,421.211,3073,408.709,1258,80540,989.8366,8937.830468,0.6784452266,8489.19,3423,-2,1981,,
Jilin,2021,86161.5,9046.1,-39226.6,11457.8,818.430654,8384.4,9622.7,-5.4,3391.2,9346.6,1335.255276,222,38.05746,2.5,11249,29506,73069,79325,974.90425,48133,3613.52764,0.226490769,904.61,316.9,4142.5,86161.5,6154.515945,9622.7,1374.698922,466.3,79.937809,3542,471.086,3360,446.88,1292,84318,1036.26822,9116.506896,0.675095847,8616.15,3837,,2138,,
Jilin,2022,81174.8,9707.5,-35747.4,9712,693.72816,6919.9,7426.7,-2.1,3697.4,7076.7,1010.977362,104.4,17.897292,0.5,20835,37810,67879,85224,1047.40296,47275,3224.732774,0.2151273326,970.75,170.8,4256.5,81174.8,5798.315964,7426.7,1060.978362,366,62.74338,3714,493.962,3419,454.727,1252,88714,1090.29506,8506.294766,0.6816500161,8117.48,3980,,2050,,
Liaoning,1995,93628.6,56264.4,-28014.8,40976.8,2926.972824,28853.6,12687.7,-1050.7,7057,9288.5,1326.95511,689.2,118.149556,218.8,12618,4171,49613,58603,720.23087,46016,5371.74136,0.5448834238,5626.44,17.3,15526.8,,,,,,,,,2101,279.433,2080,,,,,,2112,-11,2112,-1,
Liaoning,1996,93080.3,60406.2,-31623.4,34843.6,2488.878348,22625.8,11080.9,-1109.2,7035.5,9469.1,1352.755626,864.3,148.166949,234.3,12257,4515,53789,62332,766.06028,48730,5016.807203,0.4961080319,6040.62,-0.3,15043.1,,,,,,,,,1962,260.946,1962,,,,,,1962,,1962,-5,
Liaoning,1997,94013.8,58838.4,-42027.3,37155.9,2654.045937,24357.8,8951.7,-1262.2,5386.3,7965.9,1138.008474,921.9,158.041317,267.5,10047,2883,60640,67530,829.9437,51461,5056.014428,0.5249284738,5883.84,1.3,15040.8,,,,,,,,,2075,275.975,2075,,,,,,2075,,2075,-2.7,
Liaoning,1998,86824.9,57856.8,-30848.4,31141.8,2224.458774,20740,8431.8,-922.1,4317.1,6729.1,961.319226,716.7,122.863881,225.8,9531,2156,57924,63056,774.95824,46274,4334.837121,0.5131585598,5785.68,-221,14520.8,,,,,,,,,1889,251.237,1889,,,,,,1889,,1555,-30,
Liaoning,1999,84616.9,47793.5,-29982.3,29855,2132.54265,19155.2,10151.5,-1144.6,3721.1,6215.5,887.94633,827.5,141.858325,287.9,19181,1545,56430,71451,878.13279,54363,4289.855095,0.49711298,4779.35,-431.2,14303.5,,,,,,,,,1875,249.375,1875,,,,,,1875,,1428,-18.6,
Liaoning,2000,95821.8,44548.9,-34720.7,35279.6,2520.021828,25498.9,13454.4,-395,6079.1,10281,1468.74366,1043.2,178.835776,480.4,21026,1488,61027,74872,920.17688,56844,5355.773144,0.4705243781,4454.89,-521.1,14011.2,,,,,,,,,2015,267.995,2015,,,,,,2015,,1470,-3.8,
Liaoning,2001,90836.1,44681.5,-32291.3,31959.3,2282.852799,22300.5,16992.7,-317.3,5521.4,11194.5,1599.24627,947.3,162.395639,372.4,17167,2272,63775,76379,938.69791,57290,5234.961618,0.4360782305,4468.15,-714.4,13850.1,,,,,,,,,1893,251.769,1893,,,,,,1893,,1471,-3.2,
Liaoning,2002,93552.6,51807.7,-36075.2,28632.2,2045.198046,19102.8,14147.6,-417.3,5717.7,11276.5,1610.96079,994.2,170.435706,433.9,11712,1416,74208,80965,995.05985,60726,5071.827392,0.4032467763,5180.77,-869.8,13511.5,,,,,,,,,1881,250.173,1881,,,,,,1881,,1331,-0.4,
Liaoning,2003,104315.3,58706.9,-42443.8,32693.1,2335.268133,24469.3,13902.3,-241.6,5564.3,10894.8,1556.431128,1015.7,174.121451,453.6,10788,2035,77900,83374,1024.66646,63370,5340.793172,0.4372511831,5870.69,-881.9,13322.2,,,,,,,,,1882,250.306,1882,,,,,,1882,,1328,-15.5,
Liaoning,2004,117742.4,66419.1,-48065.8,32451.2,2317.989216,24461.5,17132.3,-268.3,7141.7,12781,1825.89366,920.9,157.869887,342.2,22418,3859,83392,99827,1226.87383,75556,5738.899593,0.4039083065,6641.91,-888.4,12831.9,119451.8,8532.442074,17130.8,2447.306088,1041,178.45863,1581,210.273,1581,210.273,1395,105810,1300.4049,12668.88469,0.6734959139,11945.18,1581,,1030,-21.9,
Liaoning,2005,130696.7,66405.6,-48301.5,36317.3,2594.144739,27136.8,22091.6,-172.6,7919.3,17199.1,2457.063426,1021.8,175.167174,266.1,26035,5714,85019,104847,1288.56963,78332,6711.917969,0.3864982783,6640.56,-798.6,12609.6,130696.7,9335.665281,22091.6,3156.005976,1041.4,178.527202,1481,196.973,1481,196.973,1481,111054,1364.85366,14232.02512,0.6559618328,13069.67,1481,,1172,-1.2,
Liaoning,2006,142108.1,69076.1,-53567.6,38265.7,2733.318951,29348,24518.1,-215.2,9570.9,19783.7,2826.299382,952.7,163.321361,196.2,27140,4825,95688,116057,1426.34053,86542,7323.510224,0.3732252523,6907.61,-924.6,12264.6,142113.1,10151.13873,24518.1,3502.655766,1007.7,172.750011,1310,174.23,1310,174.23,1310,122828,1509.55612,15510.33063,0.6544759731,14211.31,1310,,1194,,
