UNIT;PLANT;PARENT;URL;SPONSOR;CAPACITY_MW;STATUS;REGION;COUNTRY;SUBNATIONAL_UNIT;GEOPOINT
Unit 2;Opalenie Power Station;Vattenfall Ab;https://www.gem.wiki/Opalenie_power_station;;830;Cancelled;Europe;Poland;Pomorskie;53.74222, 18.82306
Unit 1;Opole Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Opole_power_station;;386;Operating;Europe;Poland;Opolskie;50.75182, 17.88196
Unit 5;Opole Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Opole_power_station;;900;Operating;Europe;Poland;Opolskie;50.75182, 17.88196
Phase A Unit 4;Ostroleka Power Station;"Energa Sa; Pkn Orlen Sa";https://www.gem.wiki/Ostroleka_power_station;;34;Operating;Europe;Poland;Mazowieckie;53.10361, 21.6125
Unit I-6;Patnow Power Station;ZespÃ³Å Elektrowni PÄtnÃ³w AdamÃ³w Konin Sa;https://www.gem.wiki/Patnow_power_station;;200;Retired;Europe;Poland;Wielkopolskie;52.302, 18.237
;Piast Ruch Power Station;Rwe Ag;https://www.gem.wiki/Piast_Ruch_Power_Station;;800;Cancelled;Europe;Poland;ÅlÄskie;50.01629, 19.09671
Unit 8;Polaniec Power Station;Enea Sa;https://www.gem.wiki/Polaniec_power_station;;225;Retired;Europe;Poland;ÅwiÄtokrzyskie;50.43769, 21.33769
Unit 2;PÃ³lnoc Power Station;Polenergia;https://www.gem.wiki/P%C3%B3lnoc_power_station;;800;Cancelled;Europe;Poland;Pomorskie;53.96289, 18.71176
Unit 1;Pomorzany Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Pomorzany_power_station;;67;Operating;Europe;Poland;Zachodnio-Pomorskie;53.391, 14.52479
Unit 4;Rybnik Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Rybnik_power_station;;225;Operating;Europe;Poland;ÅlÄskie;50.13406, 18.52196
Unit 6;Rybnik Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Rybnik_power_station;;215;Operating;Europe;Poland;ÅlÄskie;50.13406, 18.52196
Unit 1;Siersza Power Station;Tauron Polska Energia Sa;https://www.gem.wiki/Siersza_power_station;;153;Operating;Europe;Poland;MaÅopolskie;50.20804, 19.46094
Unit 1;Szczecin Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Szczecin_power_station;;69;Operating;Europe;Poland;West Pomerania;53.41127, 14.58598
Unit 7;TurÃ³w Power Station;Polska Grupa Energetyczna Sa;https://www.gem.wiki/Tur%C3%B3w_power_station;;200;Retired;Europe;Poland;DolnoÅlÄskie;50.94772, 14.91171
Unit 2;Tychy Power Station;Tauron Polska Energia Sa;https://www.gem.wiki/Tychy_power_station;;65;Operating;Europe;Poland;ÅlÄskie;50.1218, 19.02
;Zarnowiec Power Station;Polish Power;https://www.gem.wiki/Zarnowiec_power_station;;1600;Cancelled;Europe;Poland;Pomorskie;54.78742, 18.08567
Unit 12;Zeran Power Station;Polskie GÃ³rnictwo Naftowe I Gazownictwo Sa;https://www.gem.wiki/Zeran_power_station;;100;Operating;Europe;Poland;Mazowieckie;52.295, 20.993
Unit 3;Craiova Ii Power Station;"Ministry Of Energy (Romania) [77.2%]; Fondul Proprietatea Sa [21.6%]";https://www.gem.wiki/Craiova_II_power_station;;150;Cancelled;Europe;Romania;Dolj;44.3435, 23.81418
Unit 10;Doicesti Power Station;Sc Termoelectrica Sa;https://www.gem.wiki/Doicesti_power_station;;500;Cancelled;Europe;Romania;DÃ¢mboviÅ£a;45.0029, 25.39724
Unit 9;Doicesti Power Station;Sc Termoelectrica Sa;https://www.gem.wiki/Doicesti_power_station;;500;Cancelled;Europe;Romania;DÃ¢mboviÅ£a;45.0029, 25.39724
Unit 1;Giurgiu Power Station;Sc Termoelectrica Sa;https://www.gem.wiki/Giurgiu_power_station;;50;Retired;Europe;Romania;Giurgiu;43.87977, 25.92678
Unit 3;Giurgiu Power Station;Sc Termoelectrica Sa;https://www.gem.wiki/Giurgiu_power_station;;50;Retired;Europe;Romania;Giurgiu;43.87977, 25.92678
Unit 4;Govora Power Station;Sc Cet Govora Sa;https://www.gem.wiki/Govora_power_station;;50;Operating;Europe;Romania;VÃ¢lcea;45.03905, 24.28757
Unit 2;Iasi-2 Power Station;Sc Cet IaÅi Sa;https://www.gem.wiki/Iasi-2_power_station;;50;Retired;Europe;Romania;IaÅi;47.1473, 27.71716
Unit 5;Romag Termo Power Station;Regia AutonomÄ Pentru ActivitÄÈi Nucleare;https://www.gem.wiki/Romag_Termo_power_station;;60;Retired;Europe;Romania;Mehedinti;44.67513, 22.68685
Unit 2;Romag Termo Power Station;Regia AutonomÄ Pentru ActivitÄÈi Nucleare;https://www.gem.wiki/Romag_Termo_power_station;;50;Retired;Europe;Romania;Mehedinti;44.67513, 22.68685
Unit 5;Rovinari Power Station;"Ministry Of Energy (Romania) [77.2%]; Fondul Proprietatea Sa [21.6%]";https://www.gem.wiki/Rovinari_power_station;;330;Mothballed;Europe;Romania;Gorj;44.91063, 23.13475
Unit 6;Rovinari Power Station;"Ministry Of Energy (Romania) [77.2%]; Fondul Proprietatea Sa [21.6%]";https://www.gem.wiki/Rovinari_power_station;;330;Operating;Europe;Romania;Gorj;44.91063, 23.13475
Unit 1;Slatina Power Station;Sc Termoelectrica Sa;https://www.gem.wiki/Slatina_power_station;;50;Cancelled;Europe;Romania;Suceava;44.42972, 24.36417
Unit 2;Slatina Power Station;Sc Termoelectrica Sa;https://www.gem.wiki/Slatina_power_station;;50;Cancelled;Europe;Romania;Suceava;44.42972, 24.36417
Unit 3;Turceni Power Station;"Ministry Of Energy (Romania) [77.2%]; Fondul Proprietatea Sa [21.6%]";https://www.gem.wiki/Turceni_power_station;;330;Retired;Europe;Romania;Gorj;44.66972, 23.40778
Unit 4;Turceni Power Station;"Ministry Of Energy (Romania) [77.2%]; Fondul Proprietatea Sa [21.6%]";https://www.gem.wiki/Turceni_power_station;;330;Operating;Europe;Romania;Gorj;44.66972, 23.40778
Unit 2;Abakan Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Abakan_power_station;;105;Operating;Europe;Russia;Khakassia;53.71913, 91.32308
Unit 5;Amurskaya-1 Power Station;Rushydro Pjsc;https://www.gem.wiki/Amurskaya-1_power_station;;80;Operating;Europe;Russia;Khabarovsk;50.22615, 136.88528
Unit 2;Apatitskaya Chpp Power Station;"Gazprom Pjsc [51.8%]; Fortum (Russia) Pjsc [29.4%]";https://www.gem.wiki/Apatitskaya_CHPP_power_station;;36;Retired;Europe;Russia;Murmansk;67.59873, 33.42346
Unit 1;Argayash Power Station;Rosatom;https://www.gem.wiki/Argayash_power_station;;35;Operating;Europe;Russia;Chelyabinsk;55.6387, 60.77612
Unit 3R;Barabinsk Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Barabinsk_power_station;;34;Operating;Europe;Russia;Novosibirsk;55.44746, 78.36593
Unit 6;Barnaulskaya-2 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Barnaulskaya-2_power_station;;60;Operating;Europe;Russia;Altai Krai;53.38999, 83.76113
Unit 7;Barnaulskaya-2 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Barnaulskaya-2_power_station;;50;Operating;Europe;Russia;Altai Krai;53.38999, 83.76113
Unit 9;Barnaulskaya-2 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Barnaulskaya-2_power_station;;65;Operating;Europe;Russia;Altai Krai;53.38999, 83.76113
Unit 4;Belovskaya Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Belovskaya_power_station;;230;Operating;Europe;Russia;Kemerovo;54.44488, 86.42533
Unit 5;Biysk-1 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Biysk-1_power_station;;50;Operating;Europe;Russia;Altai Krai;52.48922, 85.08656
Unit 6;Biysk-1 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Biysk-1_power_station;;114;Operating;Europe;Russia;Altai Krai;52.48922, 85.08656
Unit 8;Biysk-1 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Biysk-1_power_station;;115;Operating;Europe;Russia;Altai Krai;52.48922, 85.08656
Unit 2;Cherepetskaya Power Station;Inter Rao Pjsc;https://www.gem.wiki/Cherepetskaya_power_station;;140;Retired;Europe;Russia;Tula;54.136, 36.48
Unit 3;Cherepetskaya Power Station;Inter Rao Pjsc;https://www.gem.wiki/Cherepetskaya_power_station;;140;Retired;Europe;Russia;Tula;54.136, 36.48
Unit 5;Cherepetskaya Power Station;Inter Rao Pjsc;https://www.gem.wiki/Cherepetskaya_power_station;;300;Retired;Europe;Russia;Tula;54.136, 36.48
Unit 6;Cherepetskaya Power Station;Inter Rao Pjsc;https://www.gem.wiki/Cherepetskaya_power_station;;300;Retired;Europe;Russia;Tula;54.136, 36.48
Unit 6;Chita-1 Power Station;Far Eastern Management Company Jsc [92.0%];https://www.gem.wiki/Chita-1_power_station;;78;Operating;Europe;Russia;Zabaykalsky Krai;52.05353, 113.3576
Unit 5;Experimental Tes Power Station;Experimental Tes Co;https://www.gem.wiki/Experimental_TES_power_station;;112;Retired;Europe;Russia;Rostov;47.87176, 40.02016
Unit 6;Gusinoozyorskaya Power Station;Inter Rao Pjsc;https://www.gem.wiki/Gusinoozyorskaya_power_station;;210;Operating;Europe;Russia;Buryatia;51.29887, 106.48175
Unit 2;Irkutsk-10 Power Station;En+ Group;https://www.gem.wiki/Irkutsk-10_power_station;;150;Operating;Europe;Russia;Irkutsk;52.46186, 103.97865
Unit 5;Irkutsk-10 Power Station;En+ Group;https://www.gem.wiki/Irkutsk-10_power_station;;150;Operating;Europe;Russia;Irkutsk;52.46186, 103.97865
Unit 7;Irkutsk-10 Power Station;En+ Group;https://www.gem.wiki/Irkutsk-10_power_station;;150;Operating;Europe;Russia;Irkutsk;52.46186, 103.97865
Unit 3;Irkutsk-11 Power Station;En+ Group;https://www.gem.wiki/Irkutsk-11_power_station;;50;Operating;Europe;Russia;Irkutsk;52.78207, 103.60413
Unit 4;Irkutsk-11 Power Station;En+ Group;https://www.gem.wiki/Irkutsk-11_power_station;;50;Operating;Europe;Russia;Irkutsk;52.78207, 103.60413
Unit 4;Irkutsk-9 Power Station;En+ Group;https://www.gem.wiki/Irkutsk-9_power_station;;50;Operating;Europe;Russia;Irkutsk;52.5328, 103.93731
Unit 1;Ivanovskaya Chp-2 Power Station;T Plus Group Pjsc;https://www.gem.wiki/Ivanovskaya_CHP-2_power_station;;30;Retired;Europe;Russia;Ivanovo;56.99034, 41.01184
Unit 10;Kemerovskaya Gres Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Kemerovskaya_GRES_power_station;;35;Operating;Europe;Russia;Kemerovo;55.36765, 86.06943
Unit 3;Kemerovskaya Gres Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Kemerovskaya_GRES_power_station;;30;Operating;Europe;Russia;Kemerovo;55.36765, 86.06943
Unit 6;Khabarovsk-1 Power Station;Rushydro Pjsc;https://www.gem.wiki/Khabarovsk-1_power_station;;50;Operating;Europe;Russia;Khabarovsk;48.41375, 135.11861
Unit 1;Khabarovsk-3 Power Station;Rushydro Pjsc;https://www.gem.wiki/Khabarovsk-3_power_station;;180;Operating;Europe;Russia;Khabarovsk;48.57037, 135.1512
Unit 2;Khabarovsk-3 Power Station;Rushydro Pjsc;https://www.gem.wiki/Khabarovsk-3_power_station;;180;Operating;Europe;Russia;Khabarovsk;48.57037, 135.1512
Unit 1;Kharanorskaya Power Station;Inter Rao Pjsc;https://www.gem.wiki/Kharanorskaya_power_station;;215;Operating;Europe;Russia;Zabaykalsky Krai;50.85526, 115.70118
Unit 2;Krasnokamenskaya Chp;Rosatom;https://www.gem.wiki/Krasnokamenskaya_CHP;;50;Operating;Europe;Russia;Zabaykalsky Krai;50.10398, 118.04899
Unit 3;Krasnokamenskaya Chp;Rosatom;https://www.gem.wiki/Krasnokamenskaya_CHP;;60;Operating;Europe;Russia;Zabaykalsky Krai;50.10398, 118.04899
Unit 10;Krasnoyarsk Chp-1 Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Krasnoyarsk_CHP-1_power_station;;87;Operating;Europe;Russia;Krasnoyarsk;56.02499, 93.03142
Unit 16;Krasnoyarsk Chp-1 Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Krasnoyarsk_CHP-1_power_station;;35;Construction;Europe;Russia;Krasnoyarsk;56.02499, 93.03142
Unit 8;Krasnoyarsk Gres-2 Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Krasnoyarsk_GRES-2_power_station;;136;Operating;Europe;Russia;Krasnoyarsk;56.14973, 94.48174
Unit 1;Magnitogorskaya Chp Power Station;Magnitogorsk Iron And Steel Works;https://www.gem.wiki/Magnitogorskaya_CHP_power_station;;50;Retired;Europe;Russia;Chelyabinsk;53.39527, 59.02127
Unit 3;Magnitogorskaya Chp Power Station;Magnitogorsk Iron And Steel Works;https://www.gem.wiki/Magnitogorskaya_CHP_power_station;;50;Retired;Europe;Russia;Chelyabinsk;53.39527, 59.02127
Unit 4;Magnitogorskaya Chp Power Station;Magnitogorsk Iron And Steel Works;https://www.gem.wiki/Magnitogorskaya_CHP_power_station;;50;Retired;Europe;Russia;Chelyabinsk;53.39527, 59.02127
Unit 4;Nazarovskaya Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Nazarovskaya_power_station;;146;Operating;Europe;Russia;Krasnoyarsk;56.03896, 90.3456
Unit 1;Novo-Irkutsk Power Station;En+ Group;https://www.gem.wiki/Novo-Irkutsk_power_station;;60;Operating;Europe;Russia;Irkutsk;52.24682, 104.20308
Unit 5;Novo-Irkutsk Power Station;En+ Group;https://www.gem.wiki/Novo-Irkutsk_power_station;;185;Operating;Europe;Russia;Irkutsk;52.24682, 104.20308
Unit 6;Novocherkasskaya Gres Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Novocherkasskaya_GRES_power_station;;290;Operating;Europe;Russia;Rostov;47.401, 40.232
Unit 8;Novocherkasskaya Gres Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Novocherkasskaya_GRES_power_station;;300;Retired;Europe;Russia;Rostov;47.401, 40.232
Unit 5;Novosibirsk-2 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Novosibirsk-2_power_station;;60;Operating;Europe;Russia;Novosibirsk;55.00007, 82.87489
Unit 13;Novosibirsk-3 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Novosibirsk-3_power_station;;100;Operating;Europe;Russia;Novosibirsk;55.00871, 82.85368
Unit 6;Novosibirsk-4 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Novosibirsk-4_power_station;;110;Operating;Europe;Russia;Novosibirsk;55.10021, 82.98892
Unit 8;Novosibirsk-4 Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Novosibirsk-4_power_station;;100;Operating;Europe;Russia;Novosibirsk;55.10021, 82.98892
Unit 7;Omsk Chp-4 Power Station;Inter Rao Pjsc;https://www.gem.wiki/Omsk_CHP-4_power_station;;100;Operating;Europe;Russia;Omsk;55.08446, 73.21175
Unit 1;Omsk Chp-5 Power Station;Inter Rao Pjsc;https://www.gem.wiki/Omsk_CHP-5_power_station;;100;Operating;Europe;Russia;Omsk;55.00184, 73.48741
Unit 4;Omsk Chp-5 Power Station;Inter Rao Pjsc;https://www.gem.wiki/Omsk_CHP-5_power_station;;175;Operating;Europe;Russia;Omsk;55.00184, 73.48741
Unit 5;Partizanskaya Power Station;Rushydro Pjsc;https://www.gem.wiki/Partizanskaya_power_station;;140;Pre-Permit;Europe;Russia;Primorsky;43.06124, 133.13561
Unit 3;Partizanskaya Power Station;Rushydro Pjsc;https://www.gem.wiki/Partizanskaya_power_station;;41;Retired;Europe;Russia;Partizansk;43.06124, 133.13561
Unit 5;Perm Gres Power Station;Inter Rao Pjsc;https://www.gem.wiki/Perm_GRES_power_station;;410;Cancelled;Europe;Russia;Perm Krai;58.49669, 56.34637
Unit 5;Primorsky Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Primorsky_power_station;;210;Operating;Europe;Russia;Primorsky;46.46517, 134.29063
Unit 7;Primorsky Power Station;Siberian Coal Energy Company Jsc;https://www.gem.wiki/Primorsky_power_station;;210;Operating;Europe;Russia;Primorsky;46.46517, 134.29063
Unit 4;Ryazanskaya Gres Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Ryazanskaya_GRES_power_station;;260;Operating;Europe;Russia;Ryazan;54.03463, 39.77987
Phase Ii;Sakhalin Gres-2 Power Station;Rushydro Pjsc;https://www.gem.wiki/Sakhalin_GRES-2_power_station;;120;Cancelled;Europe;Russia;Sakhalin;48.05376, 142.18755
Unit 2;Sakhalin Gres-2 Power Station;Rushydro Pjsc;https://www.gem.wiki/Sakhalin_GRES-2_power_station;;60;Operating;Europe;Russia;Sakhalin;48.05376, 142.18755
Unit 4;Serovskaya Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Serovskaya_power_station;;100;Retired;Europe;Russia;Sverdlovsk;59.63509, 60.70308
Unit 3;Severodvinsk-1 Power Station;Territorial Generating Company No 2 Ojsc;https://www.gem.wiki/Severodvinsk-1_power_station;;30;Operating;Europe;Russia;Arkhangelsk;64.58103, 39.85793
Unit 3;Tom-Usinskaya Power Station;Siberian Coal Energy Company Jsc [99.9%];https://www.gem.wiki/Tom-Usinskaya_power_station;;100;Operating;Europe;Russia;Kemerovo;53.78142, 87.5874
Unit 2;Tomskaya Gres-2 Power Station;Inter Rao Pjsc;https://www.gem.wiki/Tomskaya_GRES-2_power_station;;50;Operating;Europe;Russia;Tomsk;56.47206, 84.99726
Unit 10;Troitskaya Gres Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Troitskaya_GRES_power_station;;666;Operating;Europe;Russia;Chelyabinsk;54.03663, 61.64796
Unit 5;Troitskaya Gres Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Troitskaya_GRES_power_station;;300;Retired;Europe;Russia;Chelyabinsk;54.03663, 61.64796
Unit 7;Troitskaya Gres Power Station;Ogk-2 Pjsc;https://www.gem.wiki/Troitskaya_GRES_power_station;;300;Retired;Europe;Russia;Chelyabinsk;54.03663, 61.64796
Unit 4;Ulan Ude Chp-1 Power Station;Far Eastern Management Company Jsc [92.0%];https://www.gem.wiki/Ulan_Ude_CHP-1_power_station;;32;Operating;Europe;Russia;Buryatia;51.83259, 107.61734
;Ussuriysk Power Station;China Energy Engineering Corp Ltd;https://www.gem.wiki/Ussuriysk_power_station;;226;Cancelled;Europe;Russia;Primorsky;43.78291, 132.03686
Unit 2;Ust-Ilimskaya Chp Power Station;En+ Group;https://www.gem.wiki/Ust-Ilimskaya_CHP_power_station;;50;Retired;Europe;Russia;Irkutsk;58.0509, 102.80897
Unit 4;Ust-Ilimskaya Chp Power Station;En+ Group;https://www.gem.wiki/Ust-Ilimskaya_CHP_power_station;;50;Operating;Europe;Russia;Irkutsk;58.0509, 102.80897
Unit 2;Vladivostok-2 Power Station;Rushydro Pjsc;https://www.gem.wiki/Vladivostok-2_power_station;;98;Retired;Europe;Russia;Primorsky;43.10087, 131.97217
Unit 5;Yuzhno-Kuzbasskaya Power Station;Mechel Jsc;https://www.gem.wiki/Yuzhno-Kuzbasskaya_power_station;;113;Operating;Europe;Russia;Kemerovo;53.51163, 87.2645
Unit 6;Yuzhno-Kuzbasskaya Power Station;Mechel Jsc;https://www.gem.wiki/Yuzhno-Kuzbasskaya_power_station;;88;Operating;Europe;Russia;Kemerovo;53.51163, 87.2645
Unit 2;Yuzhno-Sakhalinskaya-1 Power Station;Rushydro Pjsc;https://www.gem.wiki/Yuzhno-Sakhalinskaya-1_power_station;;60;Retired;Europe;Russia;Sakhalin;46.99858, 142.74225
Unit 2;Zapadno-Sibirskaya Power Station;Evraz Plc;https://www.gem.wiki/Zapadno-Sibirskaya_power_station;;60;Operating;Europe;Russia;Kemerovo;53.76949, 87.24363
Unit 1;Jindal Power Station (Senegal);Jindal Steel & Power Ltd;https://www.gem.wiki/Jindal_power_station_(Senegal);;175;Cancelled;Africa;Senegal;Unknown;14.50017, -14.43923
Unit 2;Kepco Sendou Power Station;Korea Electric Power Corp;https://www.gem.wiki/Kepco_Sendou_power_station;;125;Cancelled;Africa;Senegal;Bagny;14.68906, -17.21763
Unit 1;Kolubara A Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Kolubara_A_power_station;;32;Operating;Europe;Serbia;Beograd;44.48031, 20.29354
Unit 2;Kolubara A Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Kolubara_A_power_station;;32;Operating;Europe;Serbia;Beograd;44.48031, 20.29354
Unit 5;Kolubara A Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Kolubara_A_power_station;;110;Operating;Europe;Serbia;Beograd;44.48031, 20.29354
Phase A Unit 1;Kostolac Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Kostolac_power_station;;100;Operating;Europe;Serbia;BraniÄevo;44.72367, 21.1716
Unit 2;Kovin Power Station;Serbian Oil Co;https://www.gem.wiki/Kovin_power_station;;350;Shelved;Europe;Serbia;Vojvodina;44.75, 20.96667
Unit 1;Morava Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Morava_power_station;;120;Operating;Europe;Serbia;Pomoravlje;44.22383, 21.16315
Phase A Unit 1;Nikola Tesla Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Nikola_Tesla_power_station;;210;Operating;Europe;Serbia;Beograd;44.67134, 20.15842
Phase A Unit 4;Nikola Tesla Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Nikola_Tesla_power_station;;329;Operating;Europe;Serbia;Beograd;44.67134, 20.15842
Phase A Unit 5;Nikola Tesla Power Station;Elektroprivreda Srbije Beograd Ad;https://www.gem.wiki/Nikola_Tesla_power_station;;340;Operating;Europe;Serbia;Beograd;44.67134, 20.15842
Unit 2;Kosice Power Station;Mh Teplarensky Holding As;https://www.gem.wiki/Kosice_power_station;;66;Operating;Europe;Slovakia;KoÅ¡ice;48.69805, 21.27173
Unit 2;Martinska Power Station;Martinska;https://www.gem.wiki/Martinska_power_station;;32;Retired;Europe;Slovakia;Zilina;49.05922, 18.90702
Phase A Unit 3;Novaky Power Station;"Ministry Of Economy (Slovakia) [34.0%]; Ep Slovakia Bv [33.0%]; Enel Spa [33.0%]";https://www.gem.wiki/Novaky_power_station;;32;Retired;Europe;Slovakia;TrenÄÃ­n;48.69882, 18.53346
